,C,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Select all that apply,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Select all that apply.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Select all that apply.2,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Select up to 3,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Select up to 3.1,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Select up to 3.2,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Select all that apply.3,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Select up to 3.3,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Select all that apply.4,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Select all that apply.5,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Select all that apply.6,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Select all that apply.7,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221
8504,Indonesia,25-29,Male,Spaces,6 - 10 years,Full-stack web developer,Windows 7,,,,,,,,C#,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,Python,,,,,,,,,,SQL Server,,,,,,Android,Arduino / Raspberry Pi,,,,,,,,,,,Dart,,,,,,,JavaScript,,,,,,,PHP,Python,,,Ruby,,,,,,SQL,,,,,,,,On-the-job training,"Intensive code ""boot-camp"" or night school","Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,Industry certification program,,Bachelor of Science in Computer Science (or related field),,,,Rather not say,Rather not say,Employed full-time,Consulting,I'm neither satisfied nor dissatisfied with my job,"I influence purchasing decisions, but don't have final approval",I rarely work remote,No,I am open to new job opportunities,Salary,,,,,Tech stack,,,,,,,,,,Building something that matters,,,Neutral - I don't mind working in the office or remotely,,,Searching for a job that seems interesting,Interesting companies rarely respond,,Taking time off work to interview,,Rarely,I wish more recruiters contacted me!,Tolerate,Great,Hate,Great,Tolerate,Hate,Hate,Message is personalized,,,Team I would be working with isædescribed,Company culture is described,,,,Salary,,,Tech stack,,,People I would be working with,,Tolerate,Tolerate,Great,Great,Great,,Be more flexible about interview scheduling,,,Introduce me to the team,,Show me the space in which I will work,,,,It's a jobs site specificallyæfor programmers,Goodæselection of relevant jobs,,Because the jobs ads are right there on Stack Overflow,,1,5-10 hours per week,Once a day,Sublime Text,,Dark,Git,,SVN,,,,,,,,,Git,,,To give help to others,Because I can't do my job without it,To maintain an online presence,,To communicate with others like me,,Because I love to learn,,Usually,It feels good to help a programmer in need,My answer will help lots of people who have the same problem in the future,,Demonstrating my expertise will benefit me,,,,
8505,Indonesia,25-29,Male,It depends,2 - 5 years,Full-stack web developer,Mint,,,,AngularJS,,,,,,,Cordova,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,,,,Arduino / Raspberry Pi,AngularJS,,,,,,,Cordova,,,,,,,,,,,,,,,,,PHP,,,,,,,,,,,,,,,,,,On-the-job training,,,,,,,,,,Rather not say,Rather not say,Employed full-time,Consulting,I love my job,"I influence purchasing decisions, but don't have final approval",Full-time Remote,Yes,I am not interested in other job opportunities,,,,Health insurance,,,,,,,,,,,,Building something that matters,Remote working options,,Somewhat important,Finding time to job search,Finding an open job that I'm qualified for,,,,Taking time off work to interview,,Never,"Please, make the recruiter spamŒæstop",Tolerate,Tolerate,I don't have an account,Hate,Tolerate,Tolerate,Tolerate,Message is personalized,Code or projects I've worked on are referenced,Stack Overflow activity is mentioned,,,,,,Salary,,,,Office location,,,Details about the product or project I'd be working on,Tolerate,Tolerate,Tolerate,Tolerate,Tolerate,,,Offer remote interviews (ie. via video conference),,Introduce me to the team,,,,,,,,,,,1,20+ hours per week,Multipleætimes a day,Sublime Text,,Dark,Git,,,,,,,,,,,Git,,To get help for my job,,,,,,,Because I love to learn,,Always,,,,,,,,"I don't answer much (or at all), but I want to answer more"
8506,Indonesia,20-24,Female,Tabs,1 - 2 years,Full-stack web developer,Windows 7,,,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sharepoint,,,SQL Server,,,,,,,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sharepoint,,,SQL Server,,,,,,,On-the-job training,,"Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,Industry certification program,,Bachelor of Science in Computer Science (or related field),,,,"Less than $20,000",10000,Employed full-time,Consulting,I'm somewhat dissatisfied with my job,I have no say in purchasing what I need or want at work,Full-time Remote,No,I am open to new job opportunities,Salary,,,Health insurance,,,,,Work/life balance,,,,,,,,,,Somewhat important,,Finding an open job that I'm qualified for,,Interesting companies rarely respond,,Taking time off work to interview,,Rarely,I wish more recruiters contacted me!,Great,Tolerate,I don't have an account,Great,Tolerate,Hate,Hate,Message is personalized,Code or projects I've worked on are referenced,,,,Salary information is provided,,,Salary,Benefits,,,,,,Details about the product or project I'd be working on,Great,Great,Great,Great,Great,,Be more flexible about interview scheduling,Offer remote interviews (ie. via video conference),,,,,,Prepare me for who I will be speaking with,,,,,,,1,1-2 hours per week,Once a day,NotePad++,,Dark,,,,,,TFS,,,,,,TFS,,To get help for my job,,Because I can't do my job without it,,,,To receive help onæmy personal projects,,,Sometimes,It feels good to help a programmer in need,My answer will help lots of people who have the same problem in the future,It feels good to demonstrate my expertise.,Demonstrating my expertise will benefit me,,,,
8843,Indonesia,20-24,Male,Tabs,2 - 5 years,Full-stack web developer,Windows 7,,,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL Server,,Visual Basic,,,,,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,Node.js,,,,,,,,,,,,,,,,,,,,No formal training; I'm self-taught,On-the-job training,,,,,,,,,,"Less than $20,000",10000,Employed full-time,Consumer Products,I'm neither satisfied nor dissatisfied with my job,"I influence purchasing decisions, but don't have final approval",I rarely work remote,Yes,I am open to new job opportunities,Salary,,,,,,,,Work/life balance,,,,,Company culture,,,,,Neutral - I don't mind working in the office or remotely,Finding time to job search,,,,Writing my CV and keeping it updated,,The interview process,Rarely,I wish more recruiters contacted me!,Great,Great,I don't have an account,Hate,Great,I don't have an account,I don't have an account,,,Stack Overflow activity is mentioned,,,Salary information is provided,Benefits / perks of the work environment are described,,Salary,,,,Office location,Job title,,Details about the product or project I'd be working on,Great,Tolerate,Great,Tolerate,Great,,Be more flexible about interview scheduling,Offer remote interviews (ie. via video conference),,,,,,,,It's a jobs site specificallyæfor programmers,Goodæselection of relevant jobs,,,,0,2-5 hours per week,Multipleætimes a day,NotePad++,,Dark,,,,,,TFS,,,,,,TFS,,,,Because I can't do my job without it,,To demonstrate that I'm good at what I do,,,Because I love to learn,,Usually,It feels good to help a programmer in need,My answer will help lots of people who have the same problem in the future,,,,,,
9339,Indonesia,25-29,Male,Tabs,6 - 10 years,Full-stack web developer,Mac OS X,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHP,,,,Ruby,,,,,,,,,,,,,,Arduino / Raspberry Pi,AngularJS,,,C++11,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,Go,,,,,,,,,Node.js,,,,,,,,,,,,,,,Swift,,,,,,On-the-job training,,,,,,Bachelor of Science in Computer Science (or related field),Masters Degree in Computer Science (or related field),,,"$20,000 - $40,000",30000,Employed full-time,Finance / Banking,I love my job,I can recommend or request products,I rarely work remote,Yes,I am actively looking for a new job,Salary,,,,,,,,Work/life balance,,,Office location,,,,,,,Somewhat important,,,,,,Taking time off work to interview,The interview process,About once a week,"I wish fewer recruiters would contact me, or at least wereŒæmore selective",Great,Great,I don't have an account,Hate,Great,Hate,Hate,Message is personalized,,,,,Salary information is provided,Benefits / perks of the work environment are described,,,,,Tech stack,Office location,Job title,,,Tolerate,Hate,Great,Great,Great,,Be more flexible about interview scheduling,Offer remote interviews (ie. via video conference),,,,,Fewer brainteasers,,No spam from recruiters,,Goodæselection of relevant jobs,,Because the jobs ads are right there on Stack Overflow,,2,1-2 hours per week,Multipleætimes a day,Sublime Text,,Dark,Git,,,,,,,,,,,Git,,To get help for my job,To give help to others,Because I can't do my job without it,To maintain an online presence,To demonstrate that I'm good at what I do,,,Because I love to learn,,Usually,,,It feels good to demonstrate my expertise.,Demonstrating my expertise will benefit me,,,,
9673,Indonesia,30-34,Male,Tabs,6 - 10 years,Full-stack web developer,Mac OS X,,,Arduino / Raspberry Pi,,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,Node.js,,,PHP,,,,,,,,,,SQL,,,,,Wordpress,,,Arduino / Raspberry Pi,,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,Node.js,,,PHP,Python,,,,,,,,,SQL,,,,,Wordpress,,No formal training; I'm self-taught,,,"Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,,,,,,,"Less than $20,000",10000,Employed full-time,Gaming,I'm somewhat satisfied with my job,"I influence purchasing decisions, but don't have final approval",I rarely work remote,Yes,I am open to new job opportunities,,,Ability to make or influence important decisions,,,,,,,,,,,Company culture,,,,Flexible work hours,Somewhat important,,,,,,Taking time off work to interview,,Rarely,I wish more recruiters contacted me!,Great,Tolerate,I don't have an account,I don't have an account,Great,I don't have an account,I don't have an account,,,Stack Overflow activity is mentioned,Team I would be working with isædescribed,,,,Stack Overflow Careers Company Page is linked,,,,,,,,Details about the product or project I'd be working on,Tolerate,Hate,Great,Great,Great,,Be more flexible about interview scheduling,,Introduce me to the boss,Introduce me to the team,,,,,,It's a jobs site specificallyæfor programmers,,,,,2,2-5 hours per week,Multipleætimes a day,Sublime Text,,Dark,Git,,,,,,,,,,,Git,,To get help for my job,,,,To demonstrate that I'm good at what I do,,,,,Usually,,,,,,I have no idea why I answer but I do it anyway,,
9674,Indonesia,20-24,Male,Spaces,2 - 5 years,Full-stack web developer,Windows 7,,Android,,,,,,,,,,,,,,,,,,Java,JavaScript,LAMP,,MongoDB,Node.js,,,PHP,,,,,,,,,,SQL,,,,,,,,,AngularJS,,,,,Cassandra,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,,,,,,,,,Python,,Redis,Ruby,,,,,,,,,,,,,,,,,,,,Bachelor of Science in Computer Science (or related field),,,,"Less than $20,000",10000,Freelance / Contractor,Gaming,I'm somewhat satisfied with my job,"I influence purchasing decisions, but don't have final approval",Part-time Remote,Yes,I am open to new job opportunities,Salary,,,,,,,,Work/life balance,,,,,,,Building something that matters,,,Very important,,Finding an open job that I'm qualified for,Searching for a job that seems interesting,,,,,Rarely,"I wish fewer recruiters would contact me, or at least wereŒæmore selective",Great,Great,I don't have an account,Great,Great,I don't have an account,Hate,,,,Team I would be working with isædescribed,,,Benefits / perks of the work environment are described,,Salary,Benefits,,,,,,Details about the product or project I'd be working on,Great,Tolerate,Great,Tolerate,Great,,,,Introduce me to the boss,Introduce me to the team,,Show me the space in which I will work,,,,,,,,,1,1-2 hours per week,Multipleætimes a day,NotePad++,,Dark,Git,,,,,,,,,,,Git,,To get help for my job,,Because I can't do my job without it,,,,,Because I love to learn,,Usually,It feels good to help a programmer in need,My answer will help lots of people who have the same problem in the future,,,,,,"I don't answer much (or at all), but I want to answer more"
9791,Indonesia,< 20,Prefer not to disclose,Tabs,Less than 1 year,Full-stack web developer,Windows 8,,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,SQL Server,,,,,,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,SQL Server,,,,,,,On-the-job training,,,,,,,,,,"Less than $20,000",10000,Employed full-time,Government,I'm neither satisfied nor dissatisfied with my job,"I influence purchasing decisions, but don't have final approval",Never,Yes,I am actively looking for a new job,,,,,,,,,,,,Office location,,,,Building something that matters,Remote working options,,Not important,Finding time to job search,Finding an open job that I'm qualified for,,,,,,Never,"I wish fewer recruiters would contact me, or at least wereŒæmore selective",,,,,,Tolerate,Great,,Code or projects I've worked on are referenced,,,,,,,Salary,,Company name,,Office location,Job title,,Details about the product or project I'd be working on,,,Great,,Great,,,,,,,Show me the space in which I will work,,,,It's a jobs site specificallyæfor programmers,,,,,0,5-10 hours per week,Multipleætimes a day,NotePad++,,Dark,,,SVN,,,,,,,,,SVN,,To get help for my job,To give help to others,,,,To communicate with others like me,,,,Never,,,,,I feel a sense of responsibility to the developer community,,,
9995,Indonesia,30-34,Male,Spaces,2 - 5 years,Full-stack web developer,Windows 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,Visual Basic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,Visual Basic,,,,,On-the-job training,,,,,,,,,,"Less than $20,000",10000,Employed full-time,Healthcare,I love my job,I have no say in purchasing what I need or want at work,I rarely work remote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9996,Indonesia,20-24,Male,Tabs,2 - 5 years,Full-stack web developer,Windows 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHP,,,,,,,,,,SQL,,,,,,,Android,,,,,,,,,,,,,,,,,,,,,,,,,,PHP,,,,,,,,,,SQL,,,,,,,No formal training; I'm self-taught,On-the-job training,,,,,,,,,,,,Employed full-time,Healthcare,I love my job,I can recommend or request products,I rarely work remote,Yes,I am not interested in other job opportunities,Salary,,,,,,,,,Opportunity for advancement,,,,Company culture,,,,,Very important,,,,,,,The interview process,Rarely,"Please, make the recruiter spamŒæstop",Great,Tolerate,Tolerate,Hate,Great,Hate,Hate,,,,,Company culture is described,Salary information is provided,Benefits / perks of the work environment are described,,Salary,,,,Office location,,,,Tolerate,Tolerate,Tolerate,Tolerate,Tolerate,,Be more flexible about interview scheduling,,,Introduce me to the team,,,,Prepare me for who I will be speaking with,,,,,,,3,20+ hours per week,Multipleætimes a day,NotePad++,,Dark,,,,CVS,,,,,,,,CVS,,,,Because I can't do my job without it,,,,To receive help onæmy personal projects,Because I love to learn,,Usually,It feels good to help a programmer in need,My answer will help lots of people who have the same problem in the future,It feels good to demonstrate my expertise.,,,,,
10375,Indonesia,25-29,Male,Tabs,2 - 5 years,Full-stack web developer,Windows 8,,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,Visual Basic,,,,Android,,,,,,C#,,,,,,,,,,,,,,,,,Node.js,,Perl,,,,Redis,,,,,,,,,,,Windows Phone,,,No formal training; I'm self-taught,,,,,,,Bachelor of Science in Computer Science (or related field),,,,"Less than $20,000",10000,Employed full-time,Internet,I'm somewhat satisfied with my job,I can recommend or request products,Never,Yes,I am open to new job opportunities,Salary,,,,,,,,Work/life balance,,,,,,,,,Flexible work hours,Somewhat important,,,Searching for a job that seems interesting,Interesting companies rarely respond,,,The interview process,About once a week,I wish more recruiters contacted me!,Great,Tolerate,Tolerate,Great,Great,Tolerate,Tolerate,Message is personalized,,,,,Salary information is provided,Benefits / perks of the work environment are described,,,,,,,,,Details about the product or project I'd be working on,Tolerate,Tolerate,Great,Great,Great,Show meæmore live code,Be more flexible about interview scheduling,Offer remote interviews (ie. via video conference),,,,,,,,It's a jobs site specificallyæfor programmers,,,Because the jobs ads are right there on Stack Overflow,,2,5-10 hours per week,Multipleætimes a day,Vim,,Dark,Git,,SVN,,,,,,,,,Git,,To get help for my job,,,,,,To receive help onæmy personal projects,Because I love to learn,,Usually,It feels good to help a programmer in need,My answer will help lots of people who have the same problem in the future,It feels good to demonstrate my expertise.,,,,,
10955,Indonesia,30-34,Male,Spaces,6 - 10 years,Full-stack web developer,Mac OS X,,Android,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,Python,,,Ruby,,,,,,SQL,,,,,,,Android,,,,,,,,,,,,,,Go,,,iOS,Java,JavaScript,,,,,,,,Python,,,,,,,,,SQL,,,,,,,,,,,,,,Bachelor of Science in Computer Science (or related field),,,,"$20,000 - $40,000",30000,Employed full-time,Media / Advertising,I'm somewhat satisfied with my job,"I influence purchasing decisions, but don't have final approval",I rarely work remote,Yes,I am not interested in other job opportunities,Salary,,,,,,,,,,,,,Company culture,,,Remote working options,,Somewhat important,,,,,,Taking time off work to interview,The interview process,Rarely,"I wish fewer recruiters would contact me, or at least wereŒæmore selective",Tolerate,Tolerate,Hate,Hate,Tolerate,Hate,Hate,Message is personalized,,,,,Salary information is provided,,,Salary,,,Tech stack,,,,,Tolerate,Tolerate,Tolerate,Tolerate,Great,,Be more flexible about interview scheduling,Offer remote interviews (ie. via video conference),,,,,,,No spam from recruiters,It's a jobs site specificallyæfor programmers,,,,,1,5-10 hours per week,Multipleætimes a day,Vim,,Dark,Git,Mercurial,,,,,,,,,,Mercurial,,To get help for my job,,,,,,,,,Usually,It feels good to help a programmer in need,,,,,,,
11181,Indonesia,25-29,Male,Tabs,6 - 10 years,Full-stack web developer,Windows 8,,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,,Android,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,,No formal training; I'm self-taught,On-the-job training,,,,,Some college coursework in Computer Science (or related field) but no degree,,,,,Rather not say,Rather not say,Freelance / Contractor,Not Currently Employed,I'm neither satisfied nor dissatisfied with my job,"I influence purchasing decisions, but don't have final approval",Full-time Remote,Yes,I am actively looking for a new job,Salary,,,,,,,,,,,,,,,,Remote working options,Flexible work hours,Somewhat important,,Finding an open job that I'm qualified for,,,Writing my CV and keeping it updated,Taking time off work to interview,,A few times a week,I wish more recruiters contacted me!,Great,Great,Tolerate,Great,Great,Tolerate,Great,,Code or projects I've worked on are referenced,,Team I would be working with isædescribed,,Salary information is provided,,,Salary,Benefits,Company name,Tech stack,Office location,Job title,People I would be working with,Details about the product or project I'd be working on,Hate,Tolerate,Great,Great,Great,,,,Introduce me to the boss,Introduce me to the team,Offer me a decent cup of coffee,,,,,,,,,,3,5-10 hours per week,Multipleætimes a day,NotePad++,,I don't use an IDE,Git,,SVN,,,,,,,,,SVN,,To get help for my job,To give help to others,Because I can't do my job without it,,,,To receive help onæmy personal projects,Because I love to learn,,Always,It feels good to help a programmer in need,My answer will help lots of people who have the same problem in the future,,,,,,"I don't answer much (or at all), but I want to answer more"
12331,Indonesia,20-24,Male,Tabs,2 - 5 years,Full-stack web developer,Windows 8,,,,AngularJS,,,,C#,,,,,,,,,,,,,JavaScript,,,MongoDB,Node.js,,,,Python,,,,,,,Sharepoint,,SQL,SQL Server,,,,,,Android,,AngularJS,,,,,,,Cordova,,,,,,,Haskell,,,JavaScript,,,MongoDB,Node.js,,,,Python,,Redis,Ruby,,,,,,,,,,,,,,,,,,,,Bachelor of Science in Computer Science (or related field),,,,Rather not say,Rather not say,Employed full-time,Software Products,I'm somewhat satisfied with my job,I have no say in purchasing what I need or want at work,Part-time Remote,Yes,I am not interested in other job opportunities,Salary,,,,,Tech stack,,,,,,Office location,,,,,,,Neutral - I don't mind working in the office or remotely,,,Searching for a job that seems interesting,,,Taking time off work to interview,The interview process,About once a week,I wish more recruiters contacted me!,Great,Great,I don't have an account,Tolerate,Tolerate,Hate,Great,Message is personalized,,,,,Salary information is provided,Benefits / perks of the work environment are described,,Salary,Benefits,,Tech stack,Office location,,,,Tolerate,Tolerate,Great,Great,Tolerate,Show meæmore live code,Be more flexible about interview scheduling,Offer remote interviews (ie. via video conference),,,,,,,,,Goodæselection of relevant jobs,,,,3,10-20 hours per week,Multipleætimes a day,,Brackets,Dark,Git,,,,,TFS,,,,,,Git,,To get help for my job,,Because I can't do my job without it,,,,,Because I love to learn,,Usually,,,,,,,,"I don't answer much (or at all), but I want to answer more"
12332,Indonesia,25-29,Male,Spaces,2 - 5 years,Full-stack web developer,Ubuntu,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHP,,,,,,,,,,,,,,,,,No formal training; I'm self-taught,,,,,,,,,,,"Less than $20,000",10000,Employed full-time,Software Products,I love my job,I have no say in purchasing what I need or want at work,Full-time Remote,Yes,I am open to new job opportunities,Salary,,,,,,,,,Opportunity for advancement,,,,,,,Remote working options,,Very important,,,,Interesting companies rarely respond,,,,Never,I wish more recruiters contacted me!,Great,I don't have an account,Hate,Great,Great,Great,Great,Message is personalized,,,Team I would be working with isædescribed,,Salary information is provided,,,Salary,,,,,,People I would be working with,Details about the product or project I'd be working on,Great,Great,Great,Great,Great,,,Offer remote interviews (ie. via video conference),,Introduce me to the team,,,,Prepare me for who I will be speaking with,,It's a jobs site specificallyæfor programmers,,,,,3,,Multipleætimes a day,,Eclipse PDT,Dark,Git,,,,,,,,,,,Git,,,,Because I can't do my job without it,,,,,,,Always,It feels good to help a programmer in need,My answer will help lots of people who have the same problem in the future,It feels good to demonstrate my expertise.,,,I have no idea why I answer but I do it anyway,,
12333,Indonesia,25-29,Male,Spaces,1 - 2 years,Full-stack web developer,Windows 8,,,,AngularJS,,,,,,,,,,,,,,,,Java,JavaScript,,,MongoDB,Node.js,,,PHP,,,,,,,,,,SQL,,,,,,,Android,,AngularJS,,,,,,,Cordova,,,,,,,,,Java,JavaScript,,,MongoDB,Node.js,,,,,,,,,,,,,,,,,,,,No formal training; I'm self-taught,,,,,,,,,,,"Less than $20,000",10000,Employed full-time,Software Products,I'm somewhat satisfied with my job,I can recommend or request products,I rarely work remote,Yes,I am open to new job opportunities,,,Ability to make or influence important decisions,,,,,,,,,,,Company culture,,Building something that matters,,,Neutral - I don't mind working in the office or remotely,,,Searching for a job that seems interesting,,,,,Rarely,"I wish fewer recruiters would contact me, or at least wereŒæmore selective",Great,I don't have an account,I don't have an account,Hate,I don't have an account,Great,Great,Message is personalized,,,,Company culture is described,,Benefits / perks of the work environment are described,,,Benefits,,,,Job title,,Details about the product or project I'd be working on,Tolerate,Tolerate,Tolerate,Great,Great,,,,,,Offer me a decent cup of coffee,Show me the space in which I will work,,,,,,,,,More than 10,5-10 hours per week,Multipleætimes a day,NotePad++,,Dark,Git,,,,,,,,,,,Git,,To get help for my job,,Because I can't do my job without it,,,,,Because I love to learn,,Usually,,,,,,,,"I don't answer much (or at all), but I want to answer more"
12334,Indonesia,25-29,Male,Huh?,11+ years,Full-stack web developer,Windows XP,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHP,,,,,,,,,,,,,,,Wordpress,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHP,,,,,,,,,,,,,,,,,,,,,,,,Bachelor of Science in Computer Science (or related field),,,,"Less than $20,000",10000,Freelance / Contractor,Software Products,I'm somewhat dissatisfied with my job,Other,Full-time Remote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12335,Indonesia,25-29,Male,Huh?,Less than 1 year,Full-stack web developer,Windows 8,,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,,,,,,,,,,,,,Visual Basic,,,delphi,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,,,No formal training; I'm self-taught,On-the-job training,"Intensive code ""boot-camp"" or night school",,,,Some college coursework in Computer Science (or related field) but no degree,Bachelor of Science in Computer Science (or related field),,,,"Less than $20,000",10000,Employed full-time,Software Products,I love my job,"I influence purchasing decisions, but don't have final approval",Full-time Remote,Yes,I am actively looking for a new job,Salary,,,,Industry,,,,,,,,Quality of colleagues,,,,,,Very important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
