Job Title,Company Name,Location,Salary,Job Type,Job Description
"Full Stack Developer (Magento - Remote)
- job post",PT Lightmedia Inovasi Teknologi,Yogyakarta,"Rp. 5,000,000 - Rp. 7,000,000 a month",Full-time,"We're recruiting for a full-time position as a Full Stack Developer (Magento) in Lime Commerce. We're a dynamic team of tech enthusiasts who thrive on pushing the boundaries and are driven by a passion for creating seamless online experiences that empower businesses in the ever-evolving e-commerce landscape. As a Backend Developer in Lime Commerce, you'll be at the forefront of developing and enhancing e-commerce websites, mobile app backend, and other applications to deliver cutting-edge solutions to our clients.
Responsibilities:
Design and develop web applications from the existing framework
Develop, test, and support technical solutions across the entire development stack.
Collaborate on bug fixes and enhancements to improve application performance.
Take ownership of maintaining, expanding, and scaling our website.
Conduct thorough testing of applications and services.
Collaborate with the team to identify and solve complex problems.
Code, test, and debug web applications and APIs.
Manage server, network, and hosting environments.
Skills and Requirements:
Minimum 3 years experience in backend and frontend development
Expertise in Magento, PHP, MySQL, React, HTML, CSS, Javascript, XML
Have excellent sense in applying optimized logic algorithms and standard code against performance and vulnerability
Understand backend computing and its framework to integrate easily with backend service
Familiarity with working with frameworks and willingness to adhere to platform guidelines.
Clear reading and writing in English.
A fast learner who enjoys moving between many projects
Self-motivated and capable of working with minimal supervision.
Big Plus (Great, but not required):
Familiarity with Magento.
Portfolio showcasing past work.
Proficiency in English.
Perks:
Overtime pay.
12 vacation days/year + 2 sick days.
Remote work options.
THR
BPJS
Job Type: Full-time
Experience:
Full Stack Developer: 2 years (Preferred)"
"Full Stack Developer (Magento - Remote)
- job post",PT Lightmedia Inovasi Teknologi,Yogyakarta,"Rp. 5,000,000 - Rp. 7,000,000 a month",Full-time,"We're recruiting for a full-time position as a Full Stack Developer (Magento) in Lime Commerce. We're a dynamic team of tech enthusiasts who thrive on pushing the boundaries and are driven by a passion for creating seamless online experiences that empower businesses in the ever-evolving e-commerce landscape. As a Backend Developer in Lime Commerce, you'll be at the forefront of developing and enhancing e-commerce websites, mobile app backend, and other applications to deliver cutting-edge solutions to our clients.
Responsibilities:
Design and develop web applications from the existing framework
Develop, test, and support technical solutions across the entire development stack.
Collaborate on bug fixes and enhancements to improve application performance.
Take ownership of maintaining, expanding, and scaling our website.
Conduct thorough testing of applications and services.
Collaborate with the team to identify and solve complex problems.
Code, test, and debug web applications and APIs.
Manage server, network, and hosting environments.
Skills and Requirements:
Minimum 3 years experience in backend and frontend development
Expertise in Magento, PHP, MySQL, React, HTML, CSS, Javascript, XML
Have excellent sense in applying optimized logic algorithms and standard code against performance and vulnerability
Understand backend computing and its framework to integrate easily with backend service
Familiarity with working with frameworks and willingness to adhere to platform guidelines.
Clear reading and writing in English.
A fast learner who enjoys moving between many projects
Self-motivated and capable of working with minimal supervision.
Big Plus (Great, but not required):
Familiarity with Magento.
Portfolio showcasing past work.
Proficiency in English.
Perks:
Overtime pay.
12 vacation days/year + 2 sick days.
Remote work options.
THR
BPJS
Job Type: Full-time
Experience:
Full Stack Developer: 2 years (Preferred)"
"Full Stack Developer (Magento - Remote)
- job post",PT Lightmedia Inovasi Teknologi,Yogyakarta,"Rp. 5,000,000 - Rp. 7,000,000 a month",Full-time,"We're recruiting for a full-time position as a Full Stack Developer (Magento) in Lime Commerce. We're a dynamic team of tech enthusiasts who thrive on pushing the boundaries and are driven by a passion for creating seamless online experiences that empower businesses in the ever-evolving e-commerce landscape. As a Backend Developer in Lime Commerce, you'll be at the forefront of developing and enhancing e-commerce websites, mobile app backend, and other applications to deliver cutting-edge solutions to our clients.
Responsibilities:
Design and develop web applications from the existing framework
Develop, test, and support technical solutions across the entire development stack.
Collaborate on bug fixes and enhancements to improve application performance.
Take ownership of maintaining, expanding, and scaling our website.
Conduct thorough testing of applications and services.
Collaborate with the team to identify and solve complex problems.
Code, test, and debug web applications and APIs.
Manage server, network, and hosting environments.
Skills and Requirements:
Minimum 3 years experience in backend and frontend development
Expertise in Magento, PHP, MySQL, React, HTML, CSS, Javascript, XML
Have excellent sense in applying optimized logic algorithms and standard code against performance and vulnerability
Understand backend computing and its framework to integrate easily with backend service
Familiarity with working with frameworks and willingness to adhere to platform guidelines.
Clear reading and writing in English.
A fast learner who enjoys moving between many projects
Self-motivated and capable of working with minimal supervision.
Big Plus (Great, but not required):
Familiarity with Magento.
Portfolio showcasing past work.
Proficiency in English.
Perks:
Overtime pay.
12 vacation days/year + 2 sick days.
Remote work options.
THR
BPJS
Job Type: Full-time
Experience:
Full Stack Developer: 2 years (Preferred)"
"Full Stack Developer (Magento - Remote)
- job post",PT Lightmedia Inovasi Teknologi,Yogyakarta,"Rp. 5,000,000 - Rp. 7,000,000 a month",Full-time,"We're recruiting for a full-time position as a Full Stack Developer (Magento) in Lime Commerce. We're a dynamic team of tech enthusiasts who thrive on pushing the boundaries and are driven by a passion for creating seamless online experiences that empower businesses in the ever-evolving e-commerce landscape. As a Backend Developer in Lime Commerce, you'll be at the forefront of developing and enhancing e-commerce websites, mobile app backend, and other applications to deliver cutting-edge solutions to our clients.
Responsibilities:
Design and develop web applications from the existing framework
Develop, test, and support technical solutions across the entire development stack.
Collaborate on bug fixes and enhancements to improve application performance.
Take ownership of maintaining, expanding, and scaling our website.
Conduct thorough testing of applications and services.
Collaborate with the team to identify and solve complex problems.
Code, test, and debug web applications and APIs.
Manage server, network, and hosting environments.
Skills and Requirements:
Minimum 3 years experience in backend and frontend development
Expertise in Magento, PHP, MySQL, React, HTML, CSS, Javascript, XML
Have excellent sense in applying optimized logic algorithms and standard code against performance and vulnerability
Understand backend computing and its framework to integrate easily with backend service
Familiarity with working with frameworks and willingness to adhere to platform guidelines.
Clear reading and writing in English.
A fast learner who enjoys moving between many projects
Self-motivated and capable of working with minimal supervision.
Big Plus (Great, but not required):
Familiarity with Magento.
Portfolio showcasing past work.
Proficiency in English.
Perks:
Overtime pay.
12 vacation days/year + 2 sick days.
Remote work options.
THR
BPJS
Job Type: Full-time
Experience:
Full Stack Developer: 2 years (Preferred)"
"PT. Indocyber Global Teknologi visibility public
- job post",PT. Indocyber Global Teknologi,Jakarta,None,Full-time,"PT. Indocyber Global Teknologi, an integrated information and technology system provider, dedicated to delivering highly effective solutions in the field of Information Systems. Our core business focuses on information technology services, digital marketing and IT infrastructure.

PT. Indocyber Global Teknologi started with only 10 (ten) personnel, currently, after years of experience, we are supported by more than 200 consultants and developers.
Sebelum diangkat sebagai karyawam akan ditraining terlebih dahulu dengan berbagai materi : Database SQL dan bahasa pemograman lainnya seperti : Java /Net, mobile dan teknologi lain sesuai dengan kebutuhan project terdekat

Sebagai Programmer / Developer

Menjalankan project sesuai dengan kebutuhan client
Pendidikan minimal S1 Teknik Informatika / Sistem Informasi / Sistem Komputer / Teknik Komputer / Fisika / Matematika / Teknik Elektro / Teknik Telekomunikasi.

IPK min. 3

Fresh Graduate

Usia maksimal 25 tahun

Memahami database SQL dan basic programming

Bersedia untuk melakukan training selama 4 bulan sebelum diterjunkan ke project

Bersedia ditempatkan di Jakarta Barat"
"PT. Indocyber Global Teknologi visibility public
- job post",PT. Indocyber Global Teknologi,Jakarta,None,Full-time,"PT. Indocyber Global Teknologi, an integrated information and technology system provider, dedicated to delivering highly effective solutions in the field of Information Systems. Our core business focuses on information technology services, digital marketing and IT infrastructure.

PT. Indocyber Global Teknologi started with only 10 (ten) personnel, currently, after years of experience, we are supported by more than 200 consultants and developers.
Sebelum diangkat sebagai karyawam akan ditraining terlebih dahulu dengan berbagai materi : Database SQL dan bahasa pemograman lainnya seperti : Java /Net, mobile dan teknologi lain sesuai dengan kebutuhan project terdekat

Sebagai Programmer / Developer

Menjalankan project sesuai dengan kebutuhan client
Pendidikan minimal S1 Teknik Informatika / Sistem Informasi / Sistem Komputer / Teknik Komputer / Fisika / Matematika / Teknik Elektro / Teknik Telekomunikasi.

IPK min. 3

Fresh Graduate

Usia maksimal 25 tahun

Memahami database SQL dan basic programming

Bersedia untuk melakukan training selama 4 bulan sebelum diterjunkan ke project

Bersedia ditempatkan di Jakarta Barat"
"PT. Indocyber Global Teknologi visibility public
- job post",PT. Indocyber Global Teknologi,Jakarta,None,Full-time,"PT. Indocyber Global Teknologi, an integrated information and technology system provider, dedicated to delivering highly effective solutions in the field of Information Systems. Our core business focuses on information technology services, digital marketing and IT infrastructure.

PT. Indocyber Global Teknologi started with only 10 (ten) personnel, currently, after years of experience, we are supported by more than 200 consultants and developers.
Sebelum diangkat sebagai karyawam akan ditraining terlebih dahulu dengan berbagai materi : Database SQL dan bahasa pemograman lainnya seperti : Java /Net, mobile dan teknologi lain sesuai dengan kebutuhan project terdekat

Sebagai Programmer / Developer

Menjalankan project sesuai dengan kebutuhan client
Pendidikan minimal S1 Teknik Informatika / Sistem Informasi / Sistem Komputer / Teknik Komputer / Fisika / Matematika / Teknik Elektro / Teknik Telekomunikasi.

IPK min. 3

Fresh Graduate

Usia maksimal 25 tahun

Memahami database SQL dan basic programming

Bersedia untuk melakukan training selama 4 bulan sebelum diterjunkan ke project

Bersedia ditempatkan di Jakarta Barat"
"PT. Indocyber Global Teknologi visibility public
- job post",PT. Indocyber Global Teknologi,Jakarta,None,Full-time,"PT. Indocyber Global Teknologi, an integrated information and technology system provider, dedicated to delivering highly effective solutions in the field of Information Systems. Our core business focuses on information technology services, digital marketing and IT infrastructure.

PT. Indocyber Global Teknologi started with only 10 (ten) personnel, currently, after years of experience, we are supported by more than 200 consultants and developers.
Sebelum diangkat sebagai karyawam akan ditraining terlebih dahulu dengan berbagai materi : Database SQL dan bahasa pemograman lainnya seperti : Java /Net, mobile dan teknologi lain sesuai dengan kebutuhan project terdekat

Sebagai Programmer / Developer

Menjalankan project sesuai dengan kebutuhan client
Pendidikan minimal S1 Teknik Informatika / Sistem Informasi / Sistem Komputer / Teknik Komputer / Fisika / Matematika / Teknik Elektro / Teknik Telekomunikasi.

IPK min. 3

Fresh Graduate

Usia maksimal 25 tahun

Memahami database SQL dan basic programming

Bersedia untuk melakukan training selama 4 bulan sebelum diterjunkan ke project

Bersedia ditempatkan di Jakarta Barat"
"PT. Indocyber Global Teknologi visibility public
- job post",PT. Indocyber Global Teknologi,Jakarta,None,Full-time,"PT. Indocyber Global Teknologi, an integrated information and technology system provider, dedicated to delivering highly effective solutions in the field of Information Systems. Our core business focuses on information technology services, digital marketing and IT infrastructure.

PT. Indocyber Global Teknologi started with only 10 (ten) personnel, currently, after years of experience, we are supported by more than 200 consultants and developers.
Sebelum diangkat sebagai karyawam akan ditraining terlebih dahulu dengan berbagai materi : Database SQL dan bahasa pemograman lainnya seperti : Java /Net, mobile dan teknologi lain sesuai dengan kebutuhan project terdekat

Sebagai Programmer / Developer

Menjalankan project sesuai dengan kebutuhan client
Pendidikan minimal S1 Teknik Informatika / Sistem Informasi / Sistem Komputer / Teknik Komputer / Fisika / Matematika / Teknik Elektro / Teknik Telekomunikasi.

IPK min. 3

Fresh Graduate

Usia maksimal 25 tahun

Memahami database SQL dan basic programming

Bersedia untuk melakukan training selama 4 bulan sebelum diterjunkan ke project

Bersedia ditempatkan di Jakarta Barat"
"PT. Indocyber Global Teknologi visibility public
- job post",PT. Indocyber Global Teknologi,Jakarta,None,Full-time,"PT. Indocyber Global Teknologi, an integrated information and technology system provider, dedicated to delivering highly effective solutions in the field of Information Systems. Our core business focuses on information technology services, digital marketing and IT infrastructure.

PT. Indocyber Global Teknologi started with only 10 (ten) personnel, currently, after years of experience, we are supported by more than 200 consultants and developers.
Sebelum diangkat sebagai karyawam akan ditraining terlebih dahulu dengan berbagai materi : Database SQL dan bahasa pemograman lainnya seperti : Java /Net, mobile dan teknologi lain sesuai dengan kebutuhan project terdekat

Sebagai Programmer / Developer

Menjalankan project sesuai dengan kebutuhan client
Pendidikan minimal S1 Teknik Informatika / Sistem Informasi / Sistem Komputer / Teknik Komputer / Fisika / Matematika / Teknik Elektro / Teknik Telekomunikasi.

IPK min. 3

Fresh Graduate

Usia maksimal 25 tahun

Memahami database SQL dan basic programming

Bersedia untuk melakukan training selama 4 bulan sebelum diterjunkan ke project

Bersedia ditempatkan di Jakarta Barat"
"PT. Indocyber Global Teknologi visibility public
- job post",PT. Indocyber Global Teknologi,Jakarta,None,Full-time,"PT. Indocyber Global Teknologi, an integrated information and technology system provider, dedicated to delivering highly effective solutions in the field of Information Systems. Our core business focuses on information technology services, digital marketing and IT infrastructure.

PT. Indocyber Global Teknologi started with only 10 (ten) personnel, currently, after years of experience, we are supported by more than 200 consultants and developers.
Sebelum diangkat sebagai karyawam akan ditraining terlebih dahulu dengan berbagai materi : Database SQL dan bahasa pemograman lainnya seperti : Java /Net, mobile dan teknologi lain sesuai dengan kebutuhan project terdekat

Sebagai Programmer / Developer

Menjalankan project sesuai dengan kebutuhan client
Pendidikan minimal S1 Teknik Informatika / Sistem Informasi / Sistem Komputer / Teknik Komputer / Fisika / Matematika / Teknik Elektro / Teknik Telekomunikasi.

IPK min. 3

Fresh Graduate

Usia maksimal 25 tahun

Memahami database SQL dan basic programming

Bersedia untuk melakukan training selama 4 bulan sebelum diterjunkan ke project

Bersedia ditempatkan di Jakarta Barat"
"PT. Indocyber Global Teknologi visibility public
- job post",PT. Indocyber Global Teknologi,Jakarta,None,Full-time,"PT. Indocyber Global Teknologi, an integrated information and technology system provider, dedicated to delivering highly effective solutions in the field of Information Systems. Our core business focuses on information technology services, digital marketing and IT infrastructure.

PT. Indocyber Global Teknologi started with only 10 (ten) personnel, currently, after years of experience, we are supported by more than 200 consultants and developers.
Sebelum diangkat sebagai karyawam akan ditraining terlebih dahulu dengan berbagai materi : Database SQL dan bahasa pemograman lainnya seperti : Java /Net, mobile dan teknologi lain sesuai dengan kebutuhan project terdekat

Sebagai Programmer / Developer

Menjalankan project sesuai dengan kebutuhan client
Pendidikan minimal S1 Teknik Informatika / Sistem Informasi / Sistem Komputer / Teknik Komputer / Fisika / Matematika / Teknik Elektro / Teknik Telekomunikasi.

IPK min. 3

Fresh Graduate

Usia maksimal 25 tahun

Memahami database SQL dan basic programming

Bersedia untuk melakukan training selama 4 bulan sebelum diterjunkan ke project

Bersedia ditempatkan di Jakarta Barat"
"PT. Indocyber Global Teknologi visibility public
- job post",PT. Indocyber Global Teknologi,Jakarta,None,Full-time,"PT. Indocyber Global Teknologi, an integrated information and technology system provider, dedicated to delivering highly effective solutions in the field of Information Systems. Our core business focuses on information technology services, digital marketing and IT infrastructure.

PT. Indocyber Global Teknologi started with only 10 (ten) personnel, currently, after years of experience, we are supported by more than 200 consultants and developers.
Sebelum diangkat sebagai karyawam akan ditraining terlebih dahulu dengan berbagai materi : Database SQL dan bahasa pemograman lainnya seperti : Java /Net, mobile dan teknologi lain sesuai dengan kebutuhan project terdekat

Sebagai Programmer / Developer

Menjalankan project sesuai dengan kebutuhan client
Pendidikan minimal S1 Teknik Informatika / Sistem Informasi / Sistem Komputer / Teknik Komputer / Fisika / Matematika / Teknik Elektro / Teknik Telekomunikasi.

IPK min. 3

Fresh Graduate

Usia maksimal 25 tahun

Memahami database SQL dan basic programming

Bersedia untuk melakukan training selama 4 bulan sebelum diterjunkan ke project

Bersedia ditempatkan di Jakarta Barat"
"PT. Indocyber Global Teknologi visibility public
- job post",PT. Indocyber Global Teknologi,Jakarta,None,Full-time,"PT. Indocyber Global Teknologi, an integrated information and technology system provider, dedicated to delivering highly effective solutions in the field of Information Systems. Our core business focuses on information technology services, digital marketing and IT infrastructure.

PT. Indocyber Global Teknologi started with only 10 (ten) personnel, currently, after years of experience, we are supported by more than 200 consultants and developers.
Sebelum diangkat sebagai karyawam akan ditraining terlebih dahulu dengan berbagai materi : Database SQL dan bahasa pemograman lainnya seperti : Java /Net, mobile dan teknologi lain sesuai dengan kebutuhan project terdekat

Sebagai Programmer / Developer

Menjalankan project sesuai dengan kebutuhan client
Pendidikan minimal S1 Teknik Informatika / Sistem Informasi / Sistem Komputer / Teknik Komputer / Fisika / Matematika / Teknik Elektro / Teknik Telekomunikasi.

IPK min. 3

Fresh Graduate

Usia maksimal 25 tahun

Memahami database SQL dan basic programming

Bersedia untuk melakukan training selama 4 bulan sebelum diterjunkan ke project

Bersedia ditempatkan di Jakarta Barat"
"PT. Indocyber Global Teknologi visibility public
- job post",PT. Indocyber Global Teknologi,Jakarta,None,Full-time,"PT. Indocyber Global Teknologi, an integrated information and technology system provider, dedicated to delivering highly effective solutions in the field of Information Systems. Our core business focuses on information technology services, digital marketing and IT infrastructure.

PT. Indocyber Global Teknologi started with only 10 (ten) personnel, currently, after years of experience, we are supported by more than 200 consultants and developers.
Sebelum diangkat sebagai karyawam akan ditraining terlebih dahulu dengan berbagai materi : Database SQL dan bahasa pemograman lainnya seperti : Java /Net, mobile dan teknologi lain sesuai dengan kebutuhan project terdekat

Sebagai Programmer / Developer

Menjalankan project sesuai dengan kebutuhan client
Pendidikan minimal S1 Teknik Informatika / Sistem Informasi / Sistem Komputer / Teknik Komputer / Fisika / Matematika / Teknik Elektro / Teknik Telekomunikasi.

IPK min. 3

Fresh Graduate

Usia maksimal 25 tahun

Memahami database SQL dan basic programming

Bersedia untuk melakukan training selama 4 bulan sebelum diterjunkan ke project

Bersedia ditempatkan di Jakarta Barat"
"PT. Indocyber Global Teknologi visibility public
- job post",PT. Indocyber Global Teknologi,Jakarta,None,Full-time,"PT. Indocyber Global Teknologi, an integrated information and technology system provider, dedicated to delivering highly effective solutions in the field of Information Systems. Our core business focuses on information technology services, digital marketing and IT infrastructure.

PT. Indocyber Global Teknologi started with only 10 (ten) personnel, currently, after years of experience, we are supported by more than 200 consultants and developers.
Sebelum diangkat sebagai karyawam akan ditraining terlebih dahulu dengan berbagai materi : Database SQL dan bahasa pemograman lainnya seperti : Java /Net, mobile dan teknologi lain sesuai dengan kebutuhan project terdekat

Sebagai Programmer / Developer

Menjalankan project sesuai dengan kebutuhan client
Pendidikan minimal S1 Teknik Informatika / Sistem Informasi / Sistem Komputer / Teknik Komputer / Fisika / Matematika / Teknik Elektro / Teknik Telekomunikasi.

IPK min. 3

Fresh Graduate

Usia maksimal 25 tahun

Memahami database SQL dan basic programming

Bersedia untuk melakukan training selama 4 bulan sebelum diterjunkan ke project

Bersedia ditempatkan di Jakarta Barat"
"PT. Indocyber Global Teknologi visibility public
- job post",PT. Indocyber Global Teknologi,Jakarta,None,Full-time,"PT. Indocyber Global Teknologi, an integrated information and technology system provider, dedicated to delivering highly effective solutions in the field of Information Systems. Our core business focuses on information technology services, digital marketing and IT infrastructure.

PT. Indocyber Global Teknologi started with only 10 (ten) personnel, currently, after years of experience, we are supported by more than 200 consultants and developers.
Sebelum diangkat sebagai karyawam akan ditraining terlebih dahulu dengan berbagai materi : Database SQL dan bahasa pemograman lainnya seperti : Java /Net, mobile dan teknologi lain sesuai dengan kebutuhan project terdekat

Sebagai Programmer / Developer

Menjalankan project sesuai dengan kebutuhan client
Pendidikan minimal S1 Teknik Informatika / Sistem Informasi / Sistem Komputer / Teknik Komputer / Fisika / Matematika / Teknik Elektro / Teknik Telekomunikasi.

IPK min. 3

Fresh Graduate

Usia maksimal 25 tahun

Memahami database SQL dan basic programming

Bersedia untuk melakukan training selama 4 bulan sebelum diterjunkan ke project

Bersedia ditempatkan di Jakarta Barat"
"PT. Indocyber Global Teknologi visibility public
- job post",PT. Indocyber Global Teknologi,Jakarta,None,Full-time,"PT. Indocyber Global Teknologi, an integrated information and technology system provider, dedicated to delivering highly effective solutions in the field of Information Systems. Our core business focuses on information technology services, digital marketing and IT infrastructure.

PT. Indocyber Global Teknologi started with only 10 (ten) personnel, currently, after years of experience, we are supported by more than 200 consultants and developers.
Sebelum diangkat sebagai karyawam akan ditraining terlebih dahulu dengan berbagai materi : Database SQL dan bahasa pemograman lainnya seperti : Java /Net, mobile dan teknologi lain sesuai dengan kebutuhan project terdekat

Sebagai Programmer / Developer

Menjalankan project sesuai dengan kebutuhan client
Pendidikan minimal S1 Teknik Informatika / Sistem Informasi / Sistem Komputer / Teknik Komputer / Fisika / Matematika / Teknik Elektro / Teknik Telekomunikasi.

IPK min. 3

Fresh Graduate

Usia maksimal 25 tahun

Memahami database SQL dan basic programming

Bersedia untuk melakukan training selama 4 bulan sebelum diterjunkan ke project

Bersedia ditempatkan di Jakarta Barat"
"PT. Indocyber Global Teknologi visibility public
- job post",PT. Indocyber Global Teknologi,Jakarta,None,Full-time,"PT. Indocyber Global Teknologi, an integrated information and technology system provider, dedicated to delivering highly effective solutions in the field of Information Systems. Our core business focuses on information technology services, digital marketing and IT infrastructure.

PT. Indocyber Global Teknologi started with only 10 (ten) personnel, currently, after years of experience, we are supported by more than 200 consultants and developers.
Sebelum diangkat sebagai karyawam akan ditraining terlebih dahulu dengan berbagai materi : Database SQL dan bahasa pemograman lainnya seperti : Java /Net, mobile dan teknologi lain sesuai dengan kebutuhan project terdekat

Sebagai Programmer / Developer

Menjalankan project sesuai dengan kebutuhan client
Pendidikan minimal S1 Teknik Informatika / Sistem Informasi / Sistem Komputer / Teknik Komputer / Fisika / Matematika / Teknik Elektro / Teknik Telekomunikasi.

IPK min. 3

Fresh Graduate

Usia maksimal 25 tahun

Memahami database SQL dan basic programming

Bersedia untuk melakukan training selama 4 bulan sebelum diterjunkan ke project

Bersedia ditempatkan di Jakarta Barat"
"UI/UX
- job post",PT Valbury Asia Futures,Jakarta,None,Full-time,"Job Description:
Create intuitive and engaging user interfaces for web and mobile applications, ensuring a seamless user experience.
Conduct user research and testing to gather insights and identify pain points.
Develop wireframes, prototypes, and mockups to visualize design concepts and workflows.
Work closely with Developers, Product Managers, and other stakeholders to ensure design feasibility and alignment with business goals.
Advocate for the end-user throughout the design process, ensuring their needs are met and exceeded.
Stay up-to-date with the latest design trends, tools, and technologies to continuously improve the design process.
Requirement:
Bachelor degree from DKV / System Information or related major.
Minimum 2-3 years experience in similar role.
Experience in end-to-end interface design in software/web technologies.
Strong aesthetic, conceptual, and design communication skills.
Highly skilled in visual design including UI, Icon, Illustration, and Prototyping across different platforms.
Experience in building and implementing design systems.
Proficient with design and prototyping software such as Sketch, XD, Figma, or Framer.
Ability to effectively communicate problems and solutions to the different team members.
Good cross-team collaboration and communication skills.
Willingness to learn and adapt to different technologies.
Knowledge of UI/UX research methodologies.
Experienced in conducting UI/UX research, and visualizing the result in the form of personas, wireframes and user journeys.
Conduct user research and testing to gather insights and identify pain points.
Develop wireframes, prototypes, and mockups to visualize design concepts and workflows.
Work closely with Developers, Product Managers, and other stakeholders to ensure design feasibility and alignment with business goals.
Advocate for the end-user throughout the design process, ensuring their needs are met and exceeded.
Stay up-to-date with the latest design trends, tools, and technologies to continuously improve the design process.
Job Type: Full-time"
"UI/UX
- job post",PT Valbury Asia Futures,Jakarta,None,Full-time,"Job Description:
Create intuitive and engaging user interfaces for web and mobile applications, ensuring a seamless user experience.
Conduct user research and testing to gather insights and identify pain points.
Develop wireframes, prototypes, and mockups to visualize design concepts and workflows.
Work closely with Developers, Product Managers, and other stakeholders to ensure design feasibility and alignment with business goals.
Advocate for the end-user throughout the design process, ensuring their needs are met and exceeded.
Stay up-to-date with the latest design trends, tools, and technologies to continuously improve the design process.
Requirement:
Bachelor degree from DKV / System Information or related major.
Minimum 2-3 years experience in similar role.
Experience in end-to-end interface design in software/web technologies.
Strong aesthetic, conceptual, and design communication skills.
Highly skilled in visual design including UI, Icon, Illustration, and Prototyping across different platforms.
Experience in building and implementing design systems.
Proficient with design and prototyping software such as Sketch, XD, Figma, or Framer.
Ability to effectively communicate problems and solutions to the different team members.
Good cross-team collaboration and communication skills.
Willingness to learn and adapt to different technologies.
Knowledge of UI/UX research methodologies.
Experienced in conducting UI/UX research, and visualizing the result in the form of personas, wireframes and user journeys.
Conduct user research and testing to gather insights and identify pain points.
Develop wireframes, prototypes, and mockups to visualize design concepts and workflows.
Work closely with Developers, Product Managers, and other stakeholders to ensure design feasibility and alignment with business goals.
Advocate for the end-user throughout the design process, ensuring their needs are met and exceeded.
Stay up-to-date with the latest design trends, tools, and technologies to continuously improve the design process.
Job Type: Full-time"
"UI/UX
- job post",PT Valbury Asia Futures,Jakarta,None,Full-time,"Job Description:
Create intuitive and engaging user interfaces for web and mobile applications, ensuring a seamless user experience.
Conduct user research and testing to gather insights and identify pain points.
Develop wireframes, prototypes, and mockups to visualize design concepts and workflows.
Work closely with Developers, Product Managers, and other stakeholders to ensure design feasibility and alignment with business goals.
Advocate for the end-user throughout the design process, ensuring their needs are met and exceeded.
Stay up-to-date with the latest design trends, tools, and technologies to continuously improve the design process.
Requirement:
Bachelor degree from DKV / System Information or related major.
Minimum 2-3 years experience in similar role.
Experience in end-to-end interface design in software/web technologies.
Strong aesthetic, conceptual, and design communication skills.
Highly skilled in visual design including UI, Icon, Illustration, and Prototyping across different platforms.
Experience in building and implementing design systems.
Proficient with design and prototyping software such as Sketch, XD, Figma, or Framer.
Ability to effectively communicate problems and solutions to the different team members.
Good cross-team collaboration and communication skills.
Willingness to learn and adapt to different technologies.
Knowledge of UI/UX research methodologies.
Experienced in conducting UI/UX research, and visualizing the result in the form of personas, wireframes and user journeys.
Conduct user research and testing to gather insights and identify pain points.
Develop wireframes, prototypes, and mockups to visualize design concepts and workflows.
Work closely with Developers, Product Managers, and other stakeholders to ensure design feasibility and alignment with business goals.
Advocate for the end-user throughout the design process, ensuring their needs are met and exceeded.
Stay up-to-date with the latest design trends, tools, and technologies to continuously improve the design process.
Job Type: Full-time"
"UI/UX
- job post",PT Valbury Asia Futures,Jakarta,None,Full-time,"Job Description:
Create intuitive and engaging user interfaces for web and mobile applications, ensuring a seamless user experience.
Conduct user research and testing to gather insights and identify pain points.
Develop wireframes, prototypes, and mockups to visualize design concepts and workflows.
Work closely with Developers, Product Managers, and other stakeholders to ensure design feasibility and alignment with business goals.
Advocate for the end-user throughout the design process, ensuring their needs are met and exceeded.
Stay up-to-date with the latest design trends, tools, and technologies to continuously improve the design process.
Requirement:
Bachelor degree from DKV / System Information or related major.
Minimum 2-3 years experience in similar role.
Experience in end-to-end interface design in software/web technologies.
Strong aesthetic, conceptual, and design communication skills.
Highly skilled in visual design including UI, Icon, Illustration, and Prototyping across different platforms.
Experience in building and implementing design systems.
Proficient with design and prototyping software such as Sketch, XD, Figma, or Framer.
Ability to effectively communicate problems and solutions to the different team members.
Good cross-team collaboration and communication skills.
Willingness to learn and adapt to different technologies.
Knowledge of UI/UX research methodologies.
Experienced in conducting UI/UX research, and visualizing the result in the form of personas, wireframes and user journeys.
Conduct user research and testing to gather insights and identify pain points.
Develop wireframes, prototypes, and mockups to visualize design concepts and workflows.
Work closely with Developers, Product Managers, and other stakeholders to ensure design feasibility and alignment with business goals.
Advocate for the end-user throughout the design process, ensuring their needs are met and exceeded.
Stay up-to-date with the latest design trends, tools, and technologies to continuously improve the design process.
Job Type: Full-time"
