Month,Java,JavaScript,Dart,Node.js,PHP,Visual Basic,MySQL,TypeScript,SQL,PostgreSQL,Flow,CHAIN,Z++,FOCUS,Python,kernel,Address,ASP.NET,C#,JS++,C,GraphQL,Go,Ada,Ruby,MariaDB,Scheme,Expect,Copilot,Solidity,solid,pipelines,RAPID,NPL,april,flagship,Swift,Small,Kotlin,Simplicity,Perl,C++,Scratch,R,F,Rust,Groovy,Scala,Revolution,MATLAB,Apex,Click,Adept,.QL,dss,SPARK,Pure,GAP,Falcon,Alpha,Plot,Joy,CONVERT,Frank,P,lever,JADE,Blue,THINK C,Inform,NATURAL,Reason,ARM,SR,Crystal,PowerHouse,Conceptual,Factor,False,RPL,SQLite,fe,Chrome,Tao,Flavors,Cyber,Bash,DEMOS,Q,PROMETHEUS,Gist,PILOT,REDUCE,Monkey,Z,abs,FaCT,MACRO,FLUX,ECMAScript,Argus,Assembly,PowerShell,Visual FoxPro,FoxPRO,Delphi,SCM,Red,MetaL,SaltStack,bamboo,Mercury,UNITY,Arduino,SAS,SPSS,SIGNAL,Spatial,AL,jasper,PowerBuilder,SRL,Logos,Virgil,Dale,LUCID,CUDA,LINQ,JOVIAL,APL,BASIC A+,Cell,MIMIC,Charity,Meson,DYNAMO,Haskell,PLANNER,Gherkin,Objective-C,frame,Tea,Sqlalchemy,Erlang,Sage,Lisp,Lua,F#,bloom,score,HL7,VBA,ActionScript,Elixir,MAPPER,Boo,Pan,l2,Augment,FP,Vale,candor,Stata,Arc,DML,IPL,XL,Star,fox,LEAP,Dockerfile,Dc,VBScript,CORAL,UniVerse,C2
2018-05,24,13,0,2,30,41,63,1,58,11,0,0,0,0,27,43,0,13,60,0,11,1,42,0,2,51,0,0,0,4,0,0,0,0,0,0,0,0,4,0,1,46,5,52,0,0,0,3,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,52,20,10,5,0,0,0,0,0,0,0,25,70,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,25,0,0,6,13,0,13,20,0,0,0,0,60,10,0,0,0,0,0,0,0,0,0,22,0,68,0,0,0,0,0,0,0,24,0,0,0
2018-06,19,10,0,2,22,30,41,1,37,7,0,0,0,0,21,35,0,9,40,0,6,1,49,0,2,32,0,0,0,5,0,0,0,0,0,0,0,0,3,0,1,25,4,43,0,0,0,2,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,13,5,3,0,0,0,0,0,0,0,20,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,14,0,0,6,17,0,7,21,0,0,0,0,49,6,0,0,0,0,0,0,0,0,0,15,0,48,0,0,0,0,0,0,0,17,0,0,0
2018-07,20,12,0,3,29,38,56,1,58,11,0,0,0,0,25,37,0,13,52,0,6,1,45,0,3,44,0,0,0,4,0,0,0,0,0,0,0,0,5,0,1,30,5,49,0,0,0,3,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,17,10,4,0,0,0,0,0,0,0,24,66,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,22,0,0,10,10,0,8,21,0,0,0,0,63,7,0,0,0,0,0,0,0,0,0,19,0,53,0,0,0,0,0,10,0,23,0,0,0
2018-08,20,13,0,3,29,36,57,2,59,12,0,0,0,0,26,42,0,14,54,0,11,1,54,0,2,52,0,0,0,4,0,0,0,0,0,0,0,0,5,0,2,33,6,49,0,1,0,4,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,47,23,8,3,0,0,0,0,0,0,0,25,68,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,21,0,0,6,11,0,9,23,0,0,0,0,72,7,0,0,0,0,0,0,0,0,0,12,0,49,0,0,0,0,0,6,0,21,0,0,0
2018-09,21,13,0,3,29,44,56,1,61,11,0,0,0,0,30,42,0,14,60,0,16,0,26,0,2,62,0,0,0,5,0,0,0,0,0,0,0,0,7,0,2,59,6,47,0,0,1,3,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,57,23,8,3,0,0,0,0,0,0,0,28,72,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,17,0,0,6,12,0,10,28,0,0,0,0,68,5,0,0,0,0,0,0,0,0,0,14,0,64,0,0,0,0,0,8,0,30,0,0,0
2018-10,19,14,0,3,31,43,63,2,70,14,0,0,0,0,40,46,0,14,68,0,18,1,8,0,2,61,0,0,0,4,0,0,0,0,0,0,0,0,8,0,2,85,7,48,0,0,1,4,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,64,25,8,4,0,0,0,0,0,0,0,27,84,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,20,0,0,7,13,0,14,19,0,0,0,0,85,8,0,0,0,0,0,0,0,0,0,19,0,77,0,0,0,0,0,10,0,26,0,0,0
2018-11,17,14,0,3,31,44,66,2,68,14,0,0,0,0,37,48,0,15,56,0,28,1,9,0,3,62,0,0,0,5,0,0,0,0,0,0,0,0,7,0,1,77,7,49,0,0,0,3,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,70,27,8,4,0,0,0,0,0,0,0,25,89,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,25,0,0,10,24,0,11,18,0,0,0,0,81,10,0,0,0,0,0,0,0,0,0,20,0,75,0,0,0,0,0,11,0,26,0,0,0
2018-12,23,14,0,2,29,35,58,2,64,11,0,0,0,0,28,50,0,15,56,0,33,1,8,0,2,53,0,0,0,4,0,0,0,0,0,0,0,0,5,0,2,59,5,49,0,0,1,4,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,60,23,9,4,0,0,0,0,0,0,0,25,73,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,19,0,0,6,17,0,13,26,0,0,0,0,84,7,0,0,0,0,0,0,0,0,0,22,0,66,0,0,0,0,0,11,0,22,0,0,0
2019-01,20,14,0,2,31,38,60,2,64,11,0,0,0,0,31,46,0,13,54,1,32,1,10,0,3,58,0,0,0,4,0,0,0,0,0,0,0,0,5,0,2,46,6,44,0,0,0,4,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,55,24,8,3,0,0,0,0,0,0,0,22,76,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,22,0,0,11,18,0,13,31,0,0,0,0,80,9,0,0,0,0,0,0,0,0,0,17,0,69,0,0,0,0,0,11,0,23,0,0,0
2019-02,20,15,0,2,28,38,53,2,55,13,0,0,0,0,34,47,0,15,54,0,31,1,8,0,3,50,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,45,5,42,0,1,1,4,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,24,8,3,0,0,0,0,0,0,0,22,69,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,20,0,0,8,16,0,11,28,0,0,0,0,78,8,0,0,0,0,0,0,0,0,0,16,0,60,0,0,0,0,0,10,0,19,0,0,0
2019-03,18,13,0,2,29,35,61,2,66,13,0,0,0,0,41,48,0,13,58,0,34,1,9,0,3,58,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,55,6,44,0,0,0,3,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,64,25,12,4,0,0,0,0,0,0,0,26,71,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,18,0,0,9,15,0,12,31,0,0,0,0,80,7,0,0,0,0,0,0,0,0,0,20,0,71,0,0,0,0,0,11,0,21,0,0,0
2019-04,19,12,0,2,29,38,58,2,63,11,0,0,0,0,42,55,0,13,57,0,34,1,15,0,3,58,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,53,5,44,0,1,0,3,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,27,9,4,0,0,0,0,0,0,0,24,79,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,20,0,0,6,12,0,12,33,0,0,0,0,69,7,0,0,0,0,0,0,0,0,0,19,0,82,0,0,0,0,0,7,0,20,0,0,0
2019-05,20,15,0,2,29,32,61,2,65,13,0,0,0,0,42,54,0,14,59,0,31,1,25,0,3,59,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,47,5,46,0,1,1,4,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,56,25,8,3,0,0,0,0,0,0,0,24,80,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,18,0,0,11,9,0,9,24,0,0,0,0,78,7,0,0,0,0,0,0,0,0,0,24,0,83,0,0,0,0,0,11,0,24,0,0,0
2019-06,17,13,0,2,24,25,45,2,53,11,0,0,0,0,37,64,0,15,55,0,28,1,29,0,3,46,0,0,0,4,0,0,0,0,0,0,0,0,6,0,1,33,5,44,0,1,1,3,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,62,26,10,12,0,0,0,0,0,0,0,22,60,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,20,0,0,8,11,0,8,24,0,0,0,0,64,4,0,0,0,0,0,0,0,0,0,23,0,68,0,0,0,0,0,11,0,15,0,0,0
2019-07,19,17,0,3,30,33,70,3,74,17,0,0,0,0,52,72,0,16,60,0,27,1,32,0,3,78,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,36,8,45,0,1,1,4,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,31,8,3,0,0,0,0,0,0,0,33,86,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,17,0,0,11,10,0,10,19,0,0,0,0,86,7,0,0,0,0,0,0,0,0,0,19,0,66,0,0,0,0,0,14,0,16,0,0,0
2019-08,19,16,0,3,29,31,61,3,71,16,0,0,0,0,47,53,0,15,66,0,26,1,31,0,3,69,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,35,9,42,0,1,1,3,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,61,31,6,2,0,0,0,0,0,0,0,29,84,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,14,0,0,10,11,0,11,18,0,0,0,0,86,7,0,0,0,0,0,0,0,0,0,17,0,51,0,0,0,0,0,12,0,21,0,0,0
2019-09,22,16,0,3,29,30,64,2,71,17,0,0,0,0,57,52,0,16,63,0,32,1,64,0,4,78,0,0,0,5,0,0,0,0,0,0,0,0,10,0,2,81,9,43,0,1,0,3,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,32,8,3,0,0,0,0,0,0,0,36,88,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,18,0,0,14,9,0,13,18,0,0,0,0,90,9,0,0,0,0,0,0,0,0,0,19,0,67,0,0,0,0,0,11,0,23,0,0,0
2019-10,22,16,0,3,30,35,67,3,72,17,0,0,0,0,58,49,0,15,59,0,35,1,49,0,3,75,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,100,10,43,0,1,1,3,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,80,28,7,3,0,0,0,0,0,0,0,37,97,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,16,0,0,16,14,0,11,19,0,0,0,0,86,10,0,0,0,0,0,0,0,0,0,20,0,80,0,0,0,0,0,16,0,19,0,0,0
2019-11,21,16,0,3,28,35,70,3,72,16,0,0,0,0,59,52,0,14,70,0,35,1,26,0,4,74,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,86,10,37,0,1,0,3,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,78,28,7,3,0,0,0,0,0,0,0,25,100,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,15,0,0,13,14,0,11,20,0,0,0,0,87,11,0,0,0,0,0,0,0,0,0,22,0,91,0,0,0,0,0,11,0,17,0,0,0
2019-12,18,13,0,2,26,28,57,2,67,13,0,0,0,0,48,42,0,13,52,0,30,1,33,0,3,60,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,57,7,39,0,1,0,3,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,68,24,7,3,0,0,0,0,0,0,0,21,81,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,12,0,0,15,12,0,10,19,0,0,0,0,83,8,0,0,0,0,0,0,0,0,0,24,0,83,0,0,0,0,0,13,0,20,0,0,0
2020-01,18,15,0,3,27,27,59,2,64,15,0,0,0,0,47,38,0,14,49,0,25,1,23,0,3,64,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,57,12,45,0,1,0,3,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,66,24,7,3,0,0,0,0,0,0,0,19,85,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,8,0,0,13,12,0,7,20,0,0,0,0,80,10,0,0,0,0,0,0,0,0,0,18,0,84,0,0,0,0,0,16,0,17,0,0,0
2020-02,17,16,0,3,28,29,54,3,67,17,0,0,0,0,54,41,0,15,55,0,27,1,25,0,3,76,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,48,16,38,0,1,1,3,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,61,29,8,3,0,0,0,0,0,0,0,20,87,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,11,0,0,14,9,0,12,17,0,0,0,0,82,7,0,0,0,0,0,0,0,0,0,20,0,65,0,0,0,0,0,11,0,18,0,0,0
2020-03,18,15,0,3,24,27,54,2,57,14,0,0,0,0,51,40,0,13,50,0,31,1,66,0,3,69,0,0,0,4,0,0,0,0,0,0,0,0,9,0,1,60,16,37,0,1,1,2,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,64,24,9,3,0,0,0,0,0,0,0,21,81,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,14,0,0,16,9,0,19,15,0,0,0,0,76,9,0,0,0,0,0,0,0,0,0,21,0,83,0,0,0,0,0,12,0,16,0,0,0
2020-04,16,14,0,3,22,25,51,2,49,12,0,0,0,0,51,40,0,10,46,0,30,1,57,0,2,56,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,54,13,33,0,1,1,3,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,58,25,7,3,0,0,0,0,0,0,0,21,73,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,15,0,0,9,12,0,16,19,0,0,0,0,66,6,0,0,0,0,0,0,0,0,0,21,0,100,0,0,0,0,0,11,0,15,0,0,0
2020-05,15,14,0,3,20,22,42,2,52,12,0,0,0,0,50,39,0,9,44,0,28,1,40,0,2,53,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,46,12,37,0,2,0,1,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,45,22,4,2,0,0,0,0,0,0,0,22,66,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,0,0,13,7,0,11,21,0,0,0,0,67,4,0,0,0,0,0,0,0,0,0,24,0,78,0,0,0,0,0,11,0,13,0,0,0
2020-06,16,15,0,3,22,24,51,3,53,13,0,0,0,0,49,37,0,10,45,0,26,1,32,0,2,60,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,41,11,37,0,1,1,2,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,60,26,7,2,0,0,0,0,0,0,0,23,72,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,0,0,14,10,0,11,15,0,0,0,0,73,5,0,0,0,0,0,0,0,0,0,25,0,85,0,0,0,0,0,16,0,14,0,0,0
2020-07,14,15,0,3,23,23,46,3,52,13,0,0,0,0,44,37,0,10,46,0,25,1,24,0,2,64,0,0,0,4,0,0,0,0,0,0,0,0,9,0,1,31,8,36,0,1,1,2,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,44,27,6,2,0,0,0,0,0,0,0,23,66,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,12,0,0,11,8,0,8,15,0,0,0,0,67,4,0,0,0,0,0,0,0,0,0,18,0,55,0,0,0,0,0,13,0,15,0,0,0
2020-08,12,12,0,2,20,17,37,3,39,12,0,0,0,0,39,29,0,10,38,0,25,1,19,0,2,53,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,25,11,34,0,1,1,2,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,47,25,4,1,0,0,0,0,0,0,0,20,51,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,0,0,10,9,0,6,14,0,0,0,0,56,4,0,0,0,0,0,0,0,0,0,13,0,53,0,0,0,0,0,7,0,14,0,0,0
2020-09,13,14,0,2,19,18,37,3,46,12,0,0,0,0,46,29,0,8,35,0,28,1,18,0,2,53,4,0,0,0,0,0,0,0,0,0,0,0,9,0,1,35,11,34,0,1,1,2,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,65,24,4,1,0,0,0,0,0,0,0,20,55,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,12,0,0,9,10,0,8,13,0,0,0,0,60,5,0,0,0,0,0,0,0,0,0,16,0,62,0,0,0,0,0,15,0,12,0,0,0
2020-10,13,11,0,2,19,19,30,2,38,9,0,0,0,0,46,29,0,8,33,0,30,1,15,0,2,50,0,0,0,3,0,0,0,0,0,0,0,0,6,0,1,46,11,34,0,1,1,1,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,61,21,5,2,0,0,0,0,0,0,0,19,55,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,8,5,0,6,13,0,0,0,0,59,6,0,0,0,0,0,0,0,0,0,19,0,63,0,0,0,0,0,8,0,14,0,0,0
2020-11,13,11,0,2,19,21,37,2,40,9,0,0,0,0,46,28,0,8,33,0,30,1,17,0,2,45,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,44,13,35,0,1,0,1,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,55,19,5,2,0,0,0,0,0,0,0,18,56,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,12,9,0,16,11,0,0,0,0,60,6,0,0,0,0,0,0,0,0,0,19,0,59,0,0,0,0,0,10,0,16,0,0,0
2020-12,12,11,0,2,18,19,33,2,36,8,0,0,0,0,42,31,0,8,29,0,29,1,15,0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,42,10,34,0,1,0,1,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,66,17,6,2,0,0,0,0,0,0,0,16,52,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,8,6,0,10,11,0,0,0,0,60,7,0,0,0,0,0,0,0,0,0,17,0,72,0,0,0,0,0,9,0,13,0,0,0
2021-01,10,12,0,2,18,18,31,2,38,9,0,0,0,0,38,29,0,7,30,0,25,1,16,0,2,40,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,35,14,32,0,1,0,2,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,52,20,4,2,0,0,0,0,0,0,0,17,47,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,0,7,28,0,9,12,0,0,0,0,64,8,0,0,0,0,0,0,0,0,0,16,0,67,0,0,0,0,0,8,0,11,0,0,0
2021-02,11,12,0,2,18,17,31,2,36,9,0,0,0,0,39,33,0,8,31,0,29,1,14,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,32,19,33,0,1,0,2,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,51,22,5,2,0,0,0,0,0,0,0,17,47,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,0,0,7,10,0,10,11,0,0,0,0,69,8,0,0,0,0,0,0,0,0,0,13,0,57,0,0,0,0,0,9,0,18,0,0,0
2021-03,12,11,0,2,18,17,34,2,39,9,0,0,0,0,43,33,0,7,32,0,30,1,16,0,2,49,0,0,0,5,0,0,0,0,0,0,0,0,6,0,1,36,19,34,0,1,0,1,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,64,19,5,1,0,0,0,0,0,0,0,17,53,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,8,10,0,10,12,0,0,0,0,55,11,0,0,0,0,0,0,0,0,0,18,0,54,0,0,0,0,0,10,0,17,0,0,0
2021-04,11,12,0,2,18,15,32,2,42,10,0,0,0,0,47,30,0,7,32,0,24,1,15,0,2,50,0,0,0,8,0,0,0,0,0,0,0,0,6,0,1,38,19,33,0,1,0,2,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,55,20,3,2,0,0,0,0,0,0,0,16,50,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,11,8,0,10,10,0,0,0,0,54,4,0,0,0,0,0,0,0,0,0,16,0,64,0,0,0,0,0,10,0,12,0,0,0
