Company Name,Job Description
Lytx,"Why Lytx:
As Software Engineer III, you’ll work with Lytx's industry-leading Safety Application Software, which handles extensive amounts of video and data collected from over 600,000 vehicles worldwide! Our team owns distributed enterprise software frameworks and build solutions that collect, organize, and present information for tracking the safety and efficiency of commercial transportation drivers and fleets. We lead projects, establish engineering standard methodologies, mentor junior engineers, and collaborate across Agile teams. Using Video Telematics, Machine Vision, and AI to derive intelligent insights for all devices and vehicles on our network, you’ll help accelerate our software capabilities. Doesn’t this sound exciting? Check this role out!

You’ll Get To:
Rapidly prototype, deploy and test new solutions within our markets.
Build scalable solutions to run events and real-time status of a million+ independent devices.
Collaborate on the architectural direction for assigned applications.
Mentor team members to grow their skills and build high-quality solutions.
Work directly with Product Management, IT, QA, and Operations to define, test, and productize new solutions that improve our position within our markets.
Perform other duties as assigned
What You Need:
BS in Computer Science/Engineering or equivalent experience.
Enterprise software engineer experience with 5+ years’ building scalable web applications, preferably in .NET C#.
Proven understanding of object-oriented design practices and patterns.
Strong Full stack developer experience with focus on the back end and knowledgeable with modern front-end frameworks. (Angular, ReactJS, etc.)
Design and development experience with APIs such as RESTful and microservices architecture.
Experience with cloud systems such as AWS, GCP or Azure.
Database engineering knowledge (SQL and/or NoSQL).
Experience with any of following will be an advantage: Typescript, JavaScript, Kafka, Docker, Kubernetes, RabbitMQ, MQTT, Redis and AWS.
Expertise with building testable systems using Unit Testing and TDD methodologies.
Ability to collaborate across numerous teams and build new strategies to achieve results.
Agile software development experience.
Passion for teamwork and mentoring junior developers
Benefits:
Medical, dental and vision insurance
Health Savings Account
Flexible Spending Accounts
Telehealth
401(k) and 401(k) match
Life and AD&D insurance
Short-Term and Long-Term Disability
FTO or PTO
Employee Well-Being program
11 paid holidays plus 1 inclusive holiday per year
Volunteer Time Off
Employee Referral program
Education Reimbursement Program
Employee Recognition and Appreciation program
Additional perk and voluntary benefit programs
Salary is based on a number of factors including market location and may vary depending on job-related knowledge, skills, and experience. This position is also eligible for an incentive compensation plan. The expected hiring salary for this position is:
$119,625.00 - $150,875.00
Innovation Lives Here

You go all in no matter what you do, and so do we. At Lytx, we’re powered by cutting-edge technology and Happy People. You want your work to make a positive impact in the world, and that’s what we do. Join our diverse team of hungry, humble and capable people united to make a difference.
Together, we help save lives on our roadways.
Find out how good it feels to be a part of an inclusive, collaborative team. We’re committed to delivering an environment where everyone feels valued, included and supported to do their best work and share their voices.
Lytx, Inc. is proud to be an equal opportunity/affirmative action employer and maintains a drug-free workplace. We’re committed to attracting, retaining and maximizing the performance of a diverse and inclusive workforce. EOE/M/F/Disabled/Vet."
Lytx,"Why Lytx:
As Software Engineer III, you’ll work with Lytx's industry-leading Safety Application Software, which handles extensive amounts of video and data collected from over 600,000 vehicles worldwide! Our team owns distributed enterprise software frameworks and build solutions that collect, organize, and present information for tracking the safety and efficiency of commercial transportation drivers and fleets. We lead projects, establish engineering standard methodologies, mentor junior engineers, and collaborate across Agile teams. Using Video Telematics, Machine Vision, and AI to derive intelligent insights for all devices and vehicles on our network, you’ll help accelerate our software capabilities. Doesn’t this sound exciting? Check this role out!

You’ll Get To:
Rapidly prototype, deploy and test new solutions within our markets.
Build scalable solutions to run events and real-time status of a million+ independent devices.
Collaborate on the architectural direction for assigned applications.
Mentor team members to grow their skills and build high-quality solutions.
Work directly with Product Management, IT, QA, and Operations to define, test, and productize new solutions that improve our position within our markets.
Perform other duties as assigned
What You Need:
BS in Computer Science/Engineering or equivalent experience.
Enterprise software engineer experience with 5+ years’ building scalable web applications, preferably in .NET C#.
Proven understanding of object-oriented design practices and patterns.
Strong Full stack developer experience with focus on the back end and knowledgeable with modern front-end frameworks. (Angular, ReactJS, etc.)
Design and development experience with APIs such as RESTful and microservices architecture.
Experience with cloud systems such as AWS, GCP or Azure.
Database engineering knowledge (SQL and/or NoSQL).
Experience with any of following will be an advantage: Typescript, JavaScript, Kafka, Docker, Kubernetes, RabbitMQ, MQTT, Redis and AWS.
Expertise with building testable systems using Unit Testing and TDD methodologies.
Ability to collaborate across numerous teams and build new strategies to achieve results.
Agile software development experience.
Passion for teamwork and mentoring junior developers
Benefits:
Medical, dental and vision insurance
Health Savings Account
Flexible Spending Accounts
Telehealth
401(k) and 401(k) match
Life and AD&D insurance
Short-Term and Long-Term Disability
FTO or PTO
Employee Well-Being program
11 paid holidays plus 1 inclusive holiday per year
Volunteer Time Off
Employee Referral program
Education Reimbursement Program
Employee Recognition and Appreciation program
Additional perk and voluntary benefit programs
Salary is based on a number of factors including market location and may vary depending on job-related knowledge, skills, and experience. This position is also eligible for an incentive compensation plan. The expected hiring salary for this position is:
$119,625.00 - $150,875.00
Innovation Lives Here

You go all in no matter what you do, and so do we. At Lytx, we’re powered by cutting-edge technology and Happy People. You want your work to make a positive impact in the world, and that’s what we do. Join our diverse team of hungry, humble and capable people united to make a difference.
Together, we help save lives on our roadways.
Find out how good it feels to be a part of an inclusive, collaborative team. We’re committed to delivering an environment where everyone feels valued, included and supported to do their best work and share their voices.
Lytx, Inc. is proud to be an equal opportunity/affirmative action employer and maintains a drug-free workplace. We’re committed to attracting, retaining and maximizing the performance of a diverse and inclusive workforce. EOE/M/F/Disabled/Vet."
Lytx,"Why Lytx:
As Software Engineer III, you’ll work with Lytx's industry-leading Safety Application Software, which handles extensive amounts of video and data collected from over 600,000 vehicles worldwide! Our team owns distributed enterprise software frameworks and build solutions that collect, organize, and present information for tracking the safety and efficiency of commercial transportation drivers and fleets. We lead projects, establish engineering standard methodologies, mentor junior engineers, and collaborate across Agile teams. Using Video Telematics, Machine Vision, and AI to derive intelligent insights for all devices and vehicles on our network, you’ll help accelerate our software capabilities. Doesn’t this sound exciting? Check this role out!

You’ll Get To:
Rapidly prototype, deploy and test new solutions within our markets.
Build scalable solutions to run events and real-time status of a million+ independent devices.
Collaborate on the architectural direction for assigned applications.
Mentor team members to grow their skills and build high-quality solutions.
Work directly with Product Management, IT, QA, and Operations to define, test, and productize new solutions that improve our position within our markets.
Perform other duties as assigned
What You Need:
BS in Computer Science/Engineering or equivalent experience.
Enterprise software engineer experience with 5+ years’ building scalable web applications, preferably in .NET C#.
Proven understanding of object-oriented design practices and patterns.
Strong Full stack developer experience with focus on the back end and knowledgeable with modern front-end frameworks. (Angular, ReactJS, etc.)
Design and development experience with APIs such as RESTful and microservices architecture.
Experience with cloud systems such as AWS, GCP or Azure.
Database engineering knowledge (SQL and/or NoSQL).
Experience with any of following will be an advantage: Typescript, JavaScript, Kafka, Docker, Kubernetes, RabbitMQ, MQTT, Redis and AWS.
Expertise with building testable systems using Unit Testing and TDD methodologies.
Ability to collaborate across numerous teams and build new strategies to achieve results.
Agile software development experience.
Passion for teamwork and mentoring junior developers
Benefits:
Medical, dental and vision insurance
Health Savings Account
Flexible Spending Accounts
Telehealth
401(k) and 401(k) match
Life and AD&D insurance
Short-Term and Long-Term Disability
FTO or PTO
Employee Well-Being program
11 paid holidays plus 1 inclusive holiday per year
Volunteer Time Off
Employee Referral program
Education Reimbursement Program
Employee Recognition and Appreciation program
Additional perk and voluntary benefit programs
Salary is based on a number of factors including market location and may vary depending on job-related knowledge, skills, and experience. This position is also eligible for an incentive compensation plan. The expected hiring salary for this position is:
$119,625.00 - $150,875.00
Innovation Lives Here

You go all in no matter what you do, and so do we. At Lytx, we’re powered by cutting-edge technology and Happy People. You want your work to make a positive impact in the world, and that’s what we do. Join our diverse team of hungry, humble and capable people united to make a difference.
Together, we help save lives on our roadways.
Find out how good it feels to be a part of an inclusive, collaborative team. We’re committed to delivering an environment where everyone feels valued, included and supported to do their best work and share their voices.
Lytx, Inc. is proud to be an equal opportunity/affirmative action employer and maintains a drug-free workplace. We’re committed to attracting, retaining and maximizing the performance of a diverse and inclusive workforce. EOE/M/F/Disabled/Vet."
Lytx,"Why Lytx:
As Software Engineer III, you’ll work with Lytx's industry-leading Safety Application Software, which handles extensive amounts of video and data collected from over 600,000 vehicles worldwide! Our team owns distributed enterprise software frameworks and build solutions that collect, organize, and present information for tracking the safety and efficiency of commercial transportation drivers and fleets. We lead projects, establish engineering standard methodologies, mentor junior engineers, and collaborate across Agile teams. Using Video Telematics, Machine Vision, and AI to derive intelligent insights for all devices and vehicles on our network, you’ll help accelerate our software capabilities. Doesn’t this sound exciting? Check this role out!

You’ll Get To:
Rapidly prototype, deploy and test new solutions within our markets.
Build scalable solutions to run events and real-time status of a million+ independent devices.
Collaborate on the architectural direction for assigned applications.
Mentor team members to grow their skills and build high-quality solutions.
Work directly with Product Management, IT, QA, and Operations to define, test, and productize new solutions that improve our position within our markets.
Perform other duties as assigned
What You Need:
BS in Computer Science/Engineering or equivalent experience.
Enterprise software engineer experience with 5+ years’ building scalable web applications, preferably in .NET C#.
Proven understanding of object-oriented design practices and patterns.
Strong Full stack developer experience with focus on the back end and knowledgeable with modern front-end frameworks. (Angular, ReactJS, etc.)
Design and development experience with APIs such as RESTful and microservices architecture.
Experience with cloud systems such as AWS, GCP or Azure.
Database engineering knowledge (SQL and/or NoSQL).
Experience with any of following will be an advantage: Typescript, JavaScript, Kafka, Docker, Kubernetes, RabbitMQ, MQTT, Redis and AWS.
Expertise with building testable systems using Unit Testing and TDD methodologies.
Ability to collaborate across numerous teams and build new strategies to achieve results.
Agile software development experience.
Passion for teamwork and mentoring junior developers
Benefits:
Medical, dental and vision insurance
Health Savings Account
Flexible Spending Accounts
Telehealth
401(k) and 401(k) match
Life and AD&D insurance
Short-Term and Long-Term Disability
FTO or PTO
Employee Well-Being program
11 paid holidays plus 1 inclusive holiday per year
Volunteer Time Off
Employee Referral program
Education Reimbursement Program
Employee Recognition and Appreciation program
Additional perk and voluntary benefit programs
Salary is based on a number of factors including market location and may vary depending on job-related knowledge, skills, and experience. This position is also eligible for an incentive compensation plan. The expected hiring salary for this position is:
$119,625.00 - $150,875.00
Innovation Lives Here

You go all in no matter what you do, and so do we. At Lytx, we’re powered by cutting-edge technology and Happy People. You want your work to make a positive impact in the world, and that’s what we do. Join our diverse team of hungry, humble and capable people united to make a difference.
Together, we help save lives on our roadways.
Find out how good it feels to be a part of an inclusive, collaborative team. We’re committed to delivering an environment where everyone feels valued, included and supported to do their best work and share their voices.
Lytx, Inc. is proud to be an equal opportunity/affirmative action employer and maintains a drug-free workplace. We’re committed to attracting, retaining and maximizing the performance of a diverse and inclusive workforce. EOE/M/F/Disabled/Vet."
Lytx,"Why Lytx:
As Software Engineer III, you’ll work with Lytx's industry-leading Safety Application Software, which handles extensive amounts of video and data collected from over 600,000 vehicles worldwide! Our team owns distributed enterprise software frameworks and build solutions that collect, organize, and present information for tracking the safety and efficiency of commercial transportation drivers and fleets. We lead projects, establish engineering standard methodologies, mentor junior engineers, and collaborate across Agile teams. Using Video Telematics, Machine Vision, and AI to derive intelligent insights for all devices and vehicles on our network, you’ll help accelerate our software capabilities. Doesn’t this sound exciting? Check this role out!

You’ll Get To:
Rapidly prototype, deploy and test new solutions within our markets.
Build scalable solutions to run events and real-time status of a million+ independent devices.
Collaborate on the architectural direction for assigned applications.
Mentor team members to grow their skills and build high-quality solutions.
Work directly with Product Management, IT, QA, and Operations to define, test, and productize new solutions that improve our position within our markets.
Perform other duties as assigned
What You Need:
BS in Computer Science/Engineering or equivalent experience.
Enterprise software engineer experience with 5+ years’ building scalable web applications, preferably in .NET C#.
Proven understanding of object-oriented design practices and patterns.
Strong Full stack developer experience with focus on the back end and knowledgeable with modern front-end frameworks. (Angular, ReactJS, etc.)
Design and development experience with APIs such as RESTful and microservices architecture.
Experience with cloud systems such as AWS, GCP or Azure.
Database engineering knowledge (SQL and/or NoSQL).
Experience with any of following will be an advantage: Typescript, JavaScript, Kafka, Docker, Kubernetes, RabbitMQ, MQTT, Redis and AWS.
Expertise with building testable systems using Unit Testing and TDD methodologies.
Ability to collaborate across numerous teams and build new strategies to achieve results.
Agile software development experience.
Passion for teamwork and mentoring junior developers
Benefits:
Medical, dental and vision insurance
Health Savings Account
Flexible Spending Accounts
Telehealth
401(k) and 401(k) match
Life and AD&D insurance
Short-Term and Long-Term Disability
FTO or PTO
Employee Well-Being program
11 paid holidays plus 1 inclusive holiday per year
Volunteer Time Off
Employee Referral program
Education Reimbursement Program
Employee Recognition and Appreciation program
Additional perk and voluntary benefit programs
Salary is based on a number of factors including market location and may vary depending on job-related knowledge, skills, and experience. This position is also eligible for an incentive compensation plan. The expected hiring salary for this position is:
$119,625.00 - $150,875.00
Innovation Lives Here

You go all in no matter what you do, and so do we. At Lytx, we’re powered by cutting-edge technology and Happy People. You want your work to make a positive impact in the world, and that’s what we do. Join our diverse team of hungry, humble and capable people united to make a difference.
Together, we help save lives on our roadways.
Find out how good it feels to be a part of an inclusive, collaborative team. We’re committed to delivering an environment where everyone feels valued, included and supported to do their best work and share their voices.
Lytx, Inc. is proud to be an equal opportunity/affirmative action employer and maintains a drug-free workplace. We’re committed to attracting, retaining and maximizing the performance of a diverse and inclusive workforce. EOE/M/F/Disabled/Vet."
Lytx,"Why Lytx:
As Software Engineer III, you’ll work with Lytx's industry-leading Safety Application Software, which handles extensive amounts of video and data collected from over 600,000 vehicles worldwide! Our team owns distributed enterprise software frameworks and build solutions that collect, organize, and present information for tracking the safety and efficiency of commercial transportation drivers and fleets. We lead projects, establish engineering standard methodologies, mentor junior engineers, and collaborate across Agile teams. Using Video Telematics, Machine Vision, and AI to derive intelligent insights for all devices and vehicles on our network, you’ll help accelerate our software capabilities. Doesn’t this sound exciting? Check this role out!

You’ll Get To:
Rapidly prototype, deploy and test new solutions within our markets.
Build scalable solutions to run events and real-time status of a million+ independent devices.
Collaborate on the architectural direction for assigned applications.
Mentor team members to grow their skills and build high-quality solutions.
Work directly with Product Management, IT, QA, and Operations to define, test, and productize new solutions that improve our position within our markets.
Perform other duties as assigned
What You Need:
BS in Computer Science/Engineering or equivalent experience.
Enterprise software engineer experience with 5+ years’ building scalable web applications, preferably in .NET C#.
Proven understanding of object-oriented design practices and patterns.
Strong Full stack developer experience with focus on the back end and knowledgeable with modern front-end frameworks. (Angular, ReactJS, etc.)
Design and development experience with APIs such as RESTful and microservices architecture.
Experience with cloud systems such as AWS, GCP or Azure.
Database engineering knowledge (SQL and/or NoSQL).
Experience with any of following will be an advantage: Typescript, JavaScript, Kafka, Docker, Kubernetes, RabbitMQ, MQTT, Redis and AWS.
Expertise with building testable systems using Unit Testing and TDD methodologies.
Ability to collaborate across numerous teams and build new strategies to achieve results.
Agile software development experience.
Passion for teamwork and mentoring junior developers
Benefits:
Medical, dental and vision insurance
Health Savings Account
Flexible Spending Accounts
Telehealth
401(k) and 401(k) match
Life and AD&D insurance
Short-Term and Long-Term Disability
FTO or PTO
Employee Well-Being program
11 paid holidays plus 1 inclusive holiday per year
Volunteer Time Off
Employee Referral program
Education Reimbursement Program
Employee Recognition and Appreciation program
Additional perk and voluntary benefit programs
Salary is based on a number of factors including market location and may vary depending on job-related knowledge, skills, and experience. This position is also eligible for an incentive compensation plan. The expected hiring salary for this position is:
$119,625.00 - $150,875.00
Innovation Lives Here

You go all in no matter what you do, and so do we. At Lytx, we’re powered by cutting-edge technology and Happy People. You want your work to make a positive impact in the world, and that’s what we do. Join our diverse team of hungry, humble and capable people united to make a difference.
Together, we help save lives on our roadways.
Find out how good it feels to be a part of an inclusive, collaborative team. We’re committed to delivering an environment where everyone feels valued, included and supported to do their best work and share their voices.
Lytx, Inc. is proud to be an equal opportunity/affirmative action employer and maintains a drug-free workplace. We’re committed to attracting, retaining and maximizing the performance of a diverse and inclusive workforce. EOE/M/F/Disabled/Vet."
Lytx,"Why Lytx:
As Software Engineer III, you’ll work with Lytx's industry-leading Safety Application Software, which handles extensive amounts of video and data collected from over 600,000 vehicles worldwide! Our team owns distributed enterprise software frameworks and build solutions that collect, organize, and present information for tracking the safety and efficiency of commercial transportation drivers and fleets. We lead projects, establish engineering standard methodologies, mentor junior engineers, and collaborate across Agile teams. Using Video Telematics, Machine Vision, and AI to derive intelligent insights for all devices and vehicles on our network, you’ll help accelerate our software capabilities. Doesn’t this sound exciting? Check this role out!

You’ll Get To:
Rapidly prototype, deploy and test new solutions within our markets.
Build scalable solutions to run events and real-time status of a million+ independent devices.
Collaborate on the architectural direction for assigned applications.
Mentor team members to grow their skills and build high-quality solutions.
Work directly with Product Management, IT, QA, and Operations to define, test, and productize new solutions that improve our position within our markets.
Perform other duties as assigned
What You Need:
BS in Computer Science/Engineering or equivalent experience.
Enterprise software engineer experience with 5+ years’ building scalable web applications, preferably in .NET C#.
Proven understanding of object-oriented design practices and patterns.
Strong Full stack developer experience with focus on the back end and knowledgeable with modern front-end frameworks. (Angular, ReactJS, etc.)
Design and development experience with APIs such as RESTful and microservices architecture.
Experience with cloud systems such as AWS, GCP or Azure.
Database engineering knowledge (SQL and/or NoSQL).
Experience with any of following will be an advantage: Typescript, JavaScript, Kafka, Docker, Kubernetes, RabbitMQ, MQTT, Redis and AWS.
Expertise with building testable systems using Unit Testing and TDD methodologies.
Ability to collaborate across numerous teams and build new strategies to achieve results.
Agile software development experience.
Passion for teamwork and mentoring junior developers
Benefits:
Medical, dental and vision insurance
Health Savings Account
Flexible Spending Accounts
Telehealth
401(k) and 401(k) match
Life and AD&D insurance
Short-Term and Long-Term Disability
FTO or PTO
Employee Well-Being program
11 paid holidays plus 1 inclusive holiday per year
Volunteer Time Off
Employee Referral program
Education Reimbursement Program
Employee Recognition and Appreciation program
Additional perk and voluntary benefit programs
Salary is based on a number of factors including market location and may vary depending on job-related knowledge, skills, and experience. This position is also eligible for an incentive compensation plan. The expected hiring salary for this position is:
$119,625.00 - $150,875.00
Innovation Lives Here

You go all in no matter what you do, and so do we. At Lytx, we’re powered by cutting-edge technology and Happy People. You want your work to make a positive impact in the world, and that’s what we do. Join our diverse team of hungry, humble and capable people united to make a difference.
Together, we help save lives on our roadways.
Find out how good it feels to be a part of an inclusive, collaborative team. We’re committed to delivering an environment where everyone feels valued, included and supported to do their best work and share their voices.
Lytx, Inc. is proud to be an equal opportunity/affirmative action employer and maintains a drug-free workplace. We’re committed to attracting, retaining and maximizing the performance of a diverse and inclusive workforce. EOE/M/F/Disabled/Vet."
Lytx,"Why Lytx:
As Software Engineer III, you’ll work with Lytx's industry-leading Safety Application Software, which handles extensive amounts of video and data collected from over 600,000 vehicles worldwide! Our team owns distributed enterprise software frameworks and build solutions that collect, organize, and present information for tracking the safety and efficiency of commercial transportation drivers and fleets. We lead projects, establish engineering standard methodologies, mentor junior engineers, and collaborate across Agile teams. Using Video Telematics, Machine Vision, and AI to derive intelligent insights for all devices and vehicles on our network, you’ll help accelerate our software capabilities. Doesn’t this sound exciting? Check this role out!

You’ll Get To:
Rapidly prototype, deploy and test new solutions within our markets.
Build scalable solutions to run events and real-time status of a million+ independent devices.
Collaborate on the architectural direction for assigned applications.
Mentor team members to grow their skills and build high-quality solutions.
Work directly with Product Management, IT, QA, and Operations to define, test, and productize new solutions that improve our position within our markets.
Perform other duties as assigned
What You Need:
BS in Computer Science/Engineering or equivalent experience.
Enterprise software engineer experience with 5+ years’ building scalable web applications, preferably in .NET C#.
Proven understanding of object-oriented design practices and patterns.
Strong Full stack developer experience with focus on the back end and knowledgeable with modern front-end frameworks. (Angular, ReactJS, etc.)
Design and development experience with APIs such as RESTful and microservices architecture.
Experience with cloud systems such as AWS, GCP or Azure.
Database engineering knowledge (SQL and/or NoSQL).
Experience with any of following will be an advantage: Typescript, JavaScript, Kafka, Docker, Kubernetes, RabbitMQ, MQTT, Redis and AWS.
Expertise with building testable systems using Unit Testing and TDD methodologies.
Ability to collaborate across numerous teams and build new strategies to achieve results.
Agile software development experience.
Passion for teamwork and mentoring junior developers
Benefits:
Medical, dental and vision insurance
Health Savings Account
Flexible Spending Accounts
Telehealth
401(k) and 401(k) match
Life and AD&D insurance
Short-Term and Long-Term Disability
FTO or PTO
Employee Well-Being program
11 paid holidays plus 1 inclusive holiday per year
Volunteer Time Off
Employee Referral program
Education Reimbursement Program
Employee Recognition and Appreciation program
Additional perk and voluntary benefit programs
Salary is based on a number of factors including market location and may vary depending on job-related knowledge, skills, and experience. This position is also eligible for an incentive compensation plan. The expected hiring salary for this position is:
$119,625.00 - $150,875.00
Innovation Lives Here

You go all in no matter what you do, and so do we. At Lytx, we’re powered by cutting-edge technology and Happy People. You want your work to make a positive impact in the world, and that’s what we do. Join our diverse team of hungry, humble and capable people united to make a difference.
Together, we help save lives on our roadways.
Find out how good it feels to be a part of an inclusive, collaborative team. We’re committed to delivering an environment where everyone feels valued, included and supported to do their best work and share their voices.
Lytx, Inc. is proud to be an equal opportunity/affirmative action employer and maintains a drug-free workplace. We’re committed to attracting, retaining and maximizing the performance of a diverse and inclusive workforce. EOE/M/F/Disabled/Vet."
Lytx,"Why Lytx:
As Software Engineer III, you’ll work with Lytx's industry-leading Safety Application Software, which handles extensive amounts of video and data collected from over 600,000 vehicles worldwide! Our team owns distributed enterprise software frameworks and build solutions that collect, organize, and present information for tracking the safety and efficiency of commercial transportation drivers and fleets. We lead projects, establish engineering standard methodologies, mentor junior engineers, and collaborate across Agile teams. Using Video Telematics, Machine Vision, and AI to derive intelligent insights for all devices and vehicles on our network, you’ll help accelerate our software capabilities. Doesn’t this sound exciting? Check this role out!

You’ll Get To:
Rapidly prototype, deploy and test new solutions within our markets.
Build scalable solutions to run events and real-time status of a million+ independent devices.
Collaborate on the architectural direction for assigned applications.
Mentor team members to grow their skills and build high-quality solutions.
Work directly with Product Management, IT, QA, and Operations to define, test, and productize new solutions that improve our position within our markets.
Perform other duties as assigned
What You Need:
BS in Computer Science/Engineering or equivalent experience.
Enterprise software engineer experience with 5+ years’ building scalable web applications, preferably in .NET C#.
Proven understanding of object-oriented design practices and patterns.
Strong Full stack developer experience with focus on the back end and knowledgeable with modern front-end frameworks. (Angular, ReactJS, etc.)
Design and development experience with APIs such as RESTful and microservices architecture.
Experience with cloud systems such as AWS, GCP or Azure.
Database engineering knowledge (SQL and/or NoSQL).
Experience with any of following will be an advantage: Typescript, JavaScript, Kafka, Docker, Kubernetes, RabbitMQ, MQTT, Redis and AWS.
Expertise with building testable systems using Unit Testing and TDD methodologies.
Ability to collaborate across numerous teams and build new strategies to achieve results.
Agile software development experience.
Passion for teamwork and mentoring junior developers
Benefits:
Medical, dental and vision insurance
Health Savings Account
Flexible Spending Accounts
Telehealth
401(k) and 401(k) match
Life and AD&D insurance
Short-Term and Long-Term Disability
FTO or PTO
Employee Well-Being program
11 paid holidays plus 1 inclusive holiday per year
Volunteer Time Off
Employee Referral program
Education Reimbursement Program
Employee Recognition and Appreciation program
Additional perk and voluntary benefit programs
Salary is based on a number of factors including market location and may vary depending on job-related knowledge, skills, and experience. This position is also eligible for an incentive compensation plan. The expected hiring salary for this position is:
$119,625.00 - $150,875.00
Innovation Lives Here

You go all in no matter what you do, and so do we. At Lytx, we’re powered by cutting-edge technology and Happy People. You want your work to make a positive impact in the world, and that’s what we do. Join our diverse team of hungry, humble and capable people united to make a difference.
Together, we help save lives on our roadways.
Find out how good it feels to be a part of an inclusive, collaborative team. We’re committed to delivering an environment where everyone feels valued, included and supported to do their best work and share their voices.
Lytx, Inc. is proud to be an equal opportunity/affirmative action employer and maintains a drug-free workplace. We’re committed to attracting, retaining and maximizing the performance of a diverse and inclusive workforce. EOE/M/F/Disabled/Vet."
Lytx,"Why Lytx:
As Software Engineer III, you’ll work with Lytx's industry-leading Safety Application Software, which handles extensive amounts of video and data collected from over 600,000 vehicles worldwide! Our team owns distributed enterprise software frameworks and build solutions that collect, organize, and present information for tracking the safety and efficiency of commercial transportation drivers and fleets. We lead projects, establish engineering standard methodologies, mentor junior engineers, and collaborate across Agile teams. Using Video Telematics, Machine Vision, and AI to derive intelligent insights for all devices and vehicles on our network, you’ll help accelerate our software capabilities. Doesn’t this sound exciting? Check this role out!

You’ll Get To:
Rapidly prototype, deploy and test new solutions within our markets.
Build scalable solutions to run events and real-time status of a million+ independent devices.
Collaborate on the architectural direction for assigned applications.
Mentor team members to grow their skills and build high-quality solutions.
Work directly with Product Management, IT, QA, and Operations to define, test, and productize new solutions that improve our position within our markets.
Perform other duties as assigned
What You Need:
BS in Computer Science/Engineering or equivalent experience.
Enterprise software engineer experience with 5+ years’ building scalable web applications, preferably in .NET C#.
Proven understanding of object-oriented design practices and patterns.
Strong Full stack developer experience with focus on the back end and knowledgeable with modern front-end frameworks. (Angular, ReactJS, etc.)
Design and development experience with APIs such as RESTful and microservices architecture.
Experience with cloud systems such as AWS, GCP or Azure.
Database engineering knowledge (SQL and/or NoSQL).
Experience with any of following will be an advantage: Typescript, JavaScript, Kafka, Docker, Kubernetes, RabbitMQ, MQTT, Redis and AWS.
Expertise with building testable systems using Unit Testing and TDD methodologies.
Ability to collaborate across numerous teams and build new strategies to achieve results.
Agile software development experience.
Passion for teamwork and mentoring junior developers
Benefits:
Medical, dental and vision insurance
Health Savings Account
Flexible Spending Accounts
Telehealth
401(k) and 401(k) match
Life and AD&D insurance
Short-Term and Long-Term Disability
FTO or PTO
Employee Well-Being program
11 paid holidays plus 1 inclusive holiday per year
Volunteer Time Off
Employee Referral program
Education Reimbursement Program
Employee Recognition and Appreciation program
Additional perk and voluntary benefit programs
Salary is based on a number of factors including market location and may vary depending on job-related knowledge, skills, and experience. This position is also eligible for an incentive compensation plan. The expected hiring salary for this position is:
$119,625.00 - $150,875.00
Innovation Lives Here

You go all in no matter what you do, and so do we. At Lytx, we’re powered by cutting-edge technology and Happy People. You want your work to make a positive impact in the world, and that’s what we do. Join our diverse team of hungry, humble and capable people united to make a difference.
Together, we help save lives on our roadways.
Find out how good it feels to be a part of an inclusive, collaborative team. We’re committed to delivering an environment where everyone feels valued, included and supported to do their best work and share their voices.
Lytx, Inc. is proud to be an equal opportunity/affirmative action employer and maintains a drug-free workplace. We’re committed to attracting, retaining and maximizing the performance of a diverse and inclusive workforce. EOE/M/F/Disabled/Vet."
